	Maupassant_UneVie_0	Maupassant_UneVie_1	Maupassant_UneVie_2	Maupassant_UneVie_3	Maupassant_UneVie_4	Maupassant_UneVie_5	Maupassant_UneVie_6	Maupassant_UneVie_7	Maupassant_UneVie_8	Maupassant_UneVie_9	Maupassant_UneVie_10	Maupassant_UneVie_11	Maupassant_UneVie_12	Maupassant_UneVie_13	Maupassant_UneVie_14	Maupassant_UneVie_15	Maupassant_UneVie_16	Maupassant_UneVie_17	Maupassant_UneVie_18	Maupassant_UneVie_19	Maupassant_UneVie_20	Maupassant_UneVie_21	Maupassant_UneVie_22	Maupassant_UneVie_23	Maupassant_UneVie_24	Maupassant_UneVie_25	Maupassant_UneVie_26	Maupassant_UneVie_27	Maupassant_UneVie_28	Maupassant_UneVie_29	Maupassant_UneVie_30	Maupassant_UneVie_31	Maupassant_UneVie_32	Maupassant_UneVie_33	Maupassant_UneVie_34	Maupassant_UneVie_35	Maupassant_UneVie_36	Maupassant_UneVie_37	Maupassant_UneVie_38	Maupassant_UneVie_39	Maupassant_UneVie_40	Maupassant_UneVie_41	Maupassant_UneVie_42	Maupassant_UneVie_43	Maupassant_UneVie_44	Maupassant_UneVie_45	Maupassant_UneVie_46	Maupassant_UneVie_47	Maupassant_UneVie_48	Maupassant_UneVie_49	Maupassant_UneVie_50	Maupassant_UneVie_51	Maupassant_UneVie_52	Maupassant_UneVie_53	Maupassant_UneVie_54	Maupassant_UneVie_55	Maupassant_UneVie_56	Maupassant_UneVie_57	Maupassant_UneVie_58	Maupassant_UneVie_59	Maupassant_UneVie_60	Maupassant_UneVie_61	Maupassant_UneVie_62	Maupassant_UneVie_63	Maupassant_UneVie_64	Maupassant_UneVie_65	Maupassant_UneVie_66	Maupassant_UneVie_67	Maupassant_UneVie_68	Maupassant_UneVie_69	Maupassant_UneVie_70	Maupassant_UneVie_71	Maupassant_UneVie_72	Maupassant_UneVie_73	Maupassant_UneVie_74	Maupassant_UneVie_75	Maupassant_UneVie_76	Maupassant_UneVie_77	Maupassant_UneVie_78	Maupassant_UneVie_79	Maupassant_UneVie_80	Maupassant_UneVie_81	Maupassant_UneVie_82	Maupassant_UneVie_83	Maupassant_UneVie_84	Maupassant_UneVie_85	Maupassant_UneVie_86	Maupassant_UneVie_87	Maupassant_UneVie_88	Maupassant_UneVie_89	Maupassant_UneVie_90	Maupassant_UneVie_91	Maupassant_UneVie_92	Maupassant_UneVie_93	Maupassant_UneVie_94	Maupassant_UneVie_95	Maupassant_UneVie_sum
du_PRP:det_du	5.0	6.0	3.0	6.0	6.0	8.0	11.0	7.0	9.0	3.0	3.0	4.0	5.0	2.0	7.0	8.0	3.0	7.0	4.0	11.0	3.0	2.0	10.0	6.0	5.0	2.0	10.0	4.0	5.0	3.0	5.0	3.0	5.0	6.0	5.0	6.0	3.0	1.0	3.0	3.0	7.0	3.0	0.0	2.0	4.0	7.0	4.0	9.0	1.0	4.0	5.0	6.0	8.0	5.0	4.0	4.0	4.0	2.0	5.0	6.0	6.0	7.0	1.0	1.0	1.0	5.0	12.0	4.0	1.0	6.0	6.0	3.0	6.0	8.0	5.0	5.0	3.0	0.0	5.0	4.0	3.0	6.0	3.0	1.0	5.0	7.0	4.0	4.0	6.0	6.0	7.0	5.0	5.0	9.0	4.0	1.0	463.0
lui_PRO:PER_lui	2.0	1.0	2.0	1.0	8.0	2.0	4.0	10.0	2.0	4.0	3.0	1.0	0.0	5.0	1.0	5.0	2.0	1.0	1.0	2.0	11.0	10.0	7.0	2.0	3.0	0.0	6.0	7.0	3.0	2.0	4.0	7.0	6.0	1.0	3.0	2.0	4.0	4.0	4.0	6.0	5.0	6.0	7.0	5.0	2.0	6.0	4.0	3.0	7.0	6.0	1.0	2.0	2.0	3.0	2.0	9.0	3.0	3.0	5.0	4.0	4.0	7.0	2.0	4.0	9.0	2.0	8.0	9.0	5.0	4.0	3.0	8.0	5.0	11.0	7.0	5.0	10.0	8.0	9.0	0.0	4.0	5.0	5.0	6.0	2.0	6.0	9.0	3.0	2.0	6.0	10.0	8.0	5.0	4.0	4.0	0.0	433.0
jeanne_NAM_jeanne	3.0	4.0	6.0	5.0	2.0	4.0	5.0	2.0	4.0	3.0	6.0	6.0	2.0	3.0	4.0	5.0	2.0	4.0	4.0	1.0	4.0	1.0	4.0	6.0	3.0	6.0	6.0	6.0	6.0	2.0	3.0	2.0	3.0	4.0	8.0	6.0	7.0	6.0	9.0	5.0	4.0	6.0	7.0	5.0	4.0	4.0	7.0	4.0	1.0	6.0	1.0	5.0	6.0	7.0	5.0	2.0	4.0	7.0	6.0	6.0	3.0	3.0	6.0	2.0	1.0	2.0	2.0	4.0	2.0	4.0	2.0	1.0	4.0	4.0	6.0	5.0	4.0	6.0	4.0	9.0	11.0	10.0	8.0	2.0	6.0	8.0	3.0	6.0	6.0	2.0	4.0	3.0	0.0	6.0	7.0	7.0	432.0
sur_PRP_sur	5.0	9.0	6.0	5.0	3.0	6.0	13.0	8.0	9.0	1.0	8.0	5.0	3.0	7.0	3.0	6.0	0.0	7.0	5.0	6.0	7.0	5.0	6.0	6.0	4.0	5.0	4.0	3.0	0.0	1.0	10.0	3.0	8.0	2.0	1.0	7.0	6.0	2.0	1.0	3.0	4.0	4.0	0.0	3.0	2.0	7.0	5.0	0.0	2.0	1.0	1.0	5.0	11.0	4.0	3.0	2.0	2.0	2.0	5.0	7.0	6.0	7.0	4.0	4.0	4.0	1.0	4.0	1.0	4.0	5.0	10.0	4.0	8.0	2.0	0.0	2.0	4.0	1.0	4.0	4.0	10.0	4.0	2.0	1.0	11.0	5.0	3.0	5.0	2.0	4.0	4.0	4.0	5.0	7.0	6.0	3.0	424.0
ses_DET:POS_son	6.0	2.0	4.0	1.0	1.0	7.0	5.0	6.0	3.0	6.0	0.0	6.0	4.0	4.0	5.0	4.0	4.0	7.0	4.0	4.0	5.0	7.0	5.0	0.0	4.0	2.0	7.0	1.0	8.0	7.0	5.0	3.0	4.0	4.0	4.0	3.0	7.0	3.0	4.0	8.0	7.0	5.0	3.0	9.0	2.0	6.0	5.0	3.0	4.0	6.0	3.0	3.0	7.0	6.0	4.0	4.0	6.0	4.0	2.0	1.0	1.0	2.0	8.0	3.0	8.0	3.0	8.0	3.0	2.0	5.0	6.0	4.0	9.0	5.0	2.0	4.0	0.0	2.0	3.0	3.0	5.0	0.0	4.0	4.0	6.0	2.0	6.0	1.0	0.0	4.0	6.0	4.0	4.0	3.0	1.0	8.0	403.0
que_KON_que	1.0	1.0	2.0	3.0	1.0	2.0	4.0	6.0	5.0	1.0	2.0	5.0	2.0	7.0	4.0	4.0	1.0	2.0	3.0	2.0	7.0	3.0	2.0	2.0	3.0	1.0	2.0	6.0	4.0	3.0	6.0	3.0	6.0	1.0	3.0	4.0	4.0	4.0	6.0	5.0	1.0	4.0	4.0	8.0	8.0	14.0	3.0	11.0	4.0	7.0	6.0	2.0	3.0	6.0	5.0	2.0	5.0	5.0	7.0	4.0	2.0	2.0	6.0	7.0	4.0	2.0	2.0	1.0	4.0	3.0	1.0	8.0	4.0	4.0	4.0	6.0	6.0	7.0	4.0	7.0	6.0	10.0	5.0	3.0	3.0	5.0	3.0	6.0	0.0	2.0	5.0	7.0	5.0	2.0	6.0	0.0	394.0
par_PRP_par	6.0	5.0	3.0	7.0	7.0	3.0	2.0	5.0	4.0	3.0	6.0	3.0	1.0	4.0	5.0	4.0	5.0	5.0	2.0	2.0	3.0	4.0	4.0	6.0	3.0	5.0	2.0	2.0	3.0	8.0	8.0	2.0	8.0	4.0	2.0	2.0	4.0	2.0	3.0	9.0	5.0	2.0	6.0	5.0	2.0	2.0	3.0	3.0	3.0	7.0	3.0	5.0	0.0	13.0	5.0	1.0	2.0	6.0	1.0	3.0	3.0	2.0	5.0	4.0	4.0	1.0	8.0	3.0	0.0	2.0	5.0	4.0	10.0	5.0	3.0	6.0	2.0	1.0	1.0	5.0	2.0	4.0	3.0	5.0	4.0	6.0	3.0	1.0	4.0	6.0	8.0	4.0	8.0	3.0	2.0	3.0	383.0
pour_PRP_pour	8.0	2.0	2.0	0.0	2.0	2.0	3.0	3.0	2.0	6.0	3.0	5.0	3.0	2.0	2.0	4.0	4.0	0.0	6.0	4.0	1.0	6.0	3.0	2.0	6.0	1.0	5.0	6.0	4.0	5.0	3.0	7.0	9.0	4.0	3.0	2.0	4.0	1.0	4.0	1.0	3.0	2.0	1.0	3.0	4.0	7.0	1.0	4.0	6.0	3.0	9.0	7.0	2.0	2.0	5.0	5.0	2.0	3.0	7.0	3.0	4.0	1.0	4.0	2.0	6.0	2.0	4.0	3.0	5.0	5.0	3.0	1.0	5.0	9.0	7.0	3.0	8.0	4.0	7.0	13.0	1.0	6.0	8.0	0.0	4.0	6.0	3.0	7.0	5.0	6.0	6.0	5.0	2.0	1.0	7.0	1.0	383.0
au_PRP:det_au	6.0	8.0	4.0	4.0	8.0	4.0	7.0	4.0	2.0	0.0	2.0	4.0	2.0	2.0	3.0	8.0	2.0	5.0	1.0	2.0	2.0	1.0	5.0	4.0	8.0	5.0	3.0	2.0	4.0	7.0	6.0	1.0	4.0	7.0	4.0	8.0	8.0	3.0	1.0	4.0	4.0	1.0	3.0	2.0	0.0	3.0	6.0	3.0	3.0	4.0	3.0	2.0	5.0	5.0	4.0	7.0	2.0	3.0	4.0	2.0	3.0	2.0	2.0	3.0	0.0	2.0	6.0	0.0	7.0	9.0	4.0	4.0	5.0	0.0	7.0	7.0	5.0	5.0	3.0	8.0	4.0	4.0	7.0	3.0	5.0	8.0	3.0	2.0	2.0	3.0	7.0	7.0	3.0	5.0	5.0	0.0	381.0
pas_ADV_pas	4.0	2.0	0.0	0.0	3.0	0.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	0.0	2.0	3.0	4.0	1.0	3.0	4.0	4.0	4.0	2.0	5.0	5.0	3.0	1.0	6.0	3.0	1.0	2.0	2.0	2.0	2.0	5.0	2.0	1.0	13.0	4.0	3.0	4.0	5.0	10.0	10.0	6.0	2.0	1.0	2.0	4.0	5.0	7.0	1.0	2.0	4.0	3.0	6.0	4.0	1.0	4.0	0.0	0.0	7.0	1.0	8.0	6.0	9.0	3.0	6.0	8.0	3.0	3.0	4.0	3.0	7.0	8.0	3.0	7.0	5.0	8.0	4.0	7.0	13.0	7.0	5.0	2.0	4.0	1.0	16.0	5.0	8.0	3.0	3.0	3.0	2.0	7.0	2.0	380.0
plus_ADV_plus	0.0	2.0	1.0	2.0	4.0	2.0	2.0	6.0	1.0	1.0	4.0	4.0	8.0	2.0	3.0	7.0	1.0	2.0	6.0	2.0	2.0	4.0	7.0	3.0	3.0	3.0	1.0	4.0	9.0	2.0	1.0	5.0	2.0	4.0	1.0	3.0	6.0	3.0	6.0	4.0	6.0	4.0	2.0	2.0	5.0	3.0	3.0	3.0	7.0	3.0	4.0	3.0	2.0	3.0	4.0	7.0	6.0	4.0	1.0	13.0	3.0	4.0	4.0	1.0	9.0	6.0	2.0	4.0	4.0	1.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0	6.0	6.0	4.0	5.0	7.0	4.0	5.0	8.0	5.0	3.0	5.0	4.0	9.0	10.0	7.0	2.0	6.0	0.0	380.0
on_PRO:PER_on	5.0	9.0	8.0	2.0	1.0	1.0	2.0	7.0	2.0	3.0	4.0	5.0	6.0	3.0	8.0	5.0	16.0	2.0	7.0	6.0	4.0	0.0	1.0	6.0	4.0	1.0	1.0	2.0	3.0	4.0	2.0	6.0	2.0	12.0	8.0	1.0	1.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	2.0	1.0	3.0	2.0	2.0	1.0	4.0	5.0	8.0	5.0	3.0	5.0	6.0	10.0	5.0	4.0	4.0	1.0	4.0	2.0	0.0	1.0	4.0	1.0	1.0	5.0	5.0	3.0	10.0	3.0	1.0	11.0	2.0	10.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	1.0	4.0	0.0	3.0	1.0	7.0	2.0	1.0	6.0	10.0	2.0	377.0
était_VER:impf_être	4.0	5.0	5.0	5.0	5.0	3.0	1.0	7.0	5.0	3.0	3.0	1.0	5.0	5.0	3.0	4.0	11.0	2.0	8.0	1.0	5.0	0.0	3.0	2.0	0.0	3.0	2.0	4.0	2.0	3.0	2.0	7.0	5.0	4.0	2.0	1.0	3.0	1.0	1.0	7.0	4.0	2.0	3.0	1.0	3.0	7.0	3.0	7.0	1.0	4.0	1.0	3.0	2.0	2.0	6.0	6.0	7.0	5.0	4.0	8.0	9.0	10.0	3.0	1.0	2.0	8.0	4.0	4.0	3.0	3.0	1.0	5.0	4.0	3.0	5.0	2.0	5.0	9.0	3.0	7.0	5.0	2.0	2.0	5.0	7.0	4.0	8.0	0.0	4.0	3.0	2.0	4.0	6.0	4.0	4.0	1.0	374.0
qu'_PRO:REL_que	5.0	4.0	2.0	2.0	2.0	3.0	1.0	9.0	3.0	6.0	1.0	3.0	0.0	2.0	3.0	4.0	7.0	4.0	1.0	6.0	7.0	7.0	2.0	1.0	4.0	2.0	2.0	5.0	5.0	7.0	2.0	5.0	2.0	1.0	4.0	3.0	2.0	2.0	4.0	3.0	4.0	3.0	5.0	13.0	5.0	2.0	2.0	1.0	7.0	4.0	4.0	0.0	3.0	1.0	1.0	5.0	6.0	4.0	2.0	6.0	2.0	4.0	7.0	2.0	4.0	5.0	2.0	4.0	2.0	1.0	3.0	8.0	5.0	6.0	3.0	3.0	2.0	5.0	2.0	5.0	4.0	2.0	2.0	9.0	7.0	4.0	6.0	1.0	4.0	3.0	11.0	3.0	4.0	5.0	7.0	3.0	366.0
n'_ADV_ne	3.0	1.0	3.0	0.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	8.0	2.0	4.0	3.0	2.0	2.0	5.0	2.0	7.0	2.0	1.0	4.0	5.0	1.0	2.0	7.0	4.0	1.0	2.0	4.0	4.0	3.0	4.0	7.0	1.0	6.0	5.0	2.0	10.0	4.0	2.0	7.0	4.0	5.0	7.0	1.0	0.0	3.0	4.0	4.0	8.0	1.0	3.0	6.0	3.0	11.0	3.0	8.0	2.0	5.0	1.0	2.0	5.0	3.0	3.0	2.0	3.0	5.0	9.0	6.0	5.0	5.0	5.0	3.0	3.0	8.0	8.0	4.0	4.0	2.0	3.0	6.0	5.0	5.0	3.0	7.0	5.0	2.0	2.0	4.0	359.0
?_SENT_?	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	1.0	7.0	4.0	4.0	0.0	4.0	3.0	5.0	6.0	7.0	6.0	1.0	6.0	1.0	2.0	4.0	2.0	3.0	5.0	6.0	2.0	2.0	3.0	1.0	3.0	16.0	4.0	1.0	0.0	12.0	8.0	11.0	9.0	4.0	2.0	1.0	1.0	4.0	9.0	1.0	2.0	0.0	0.0	4.0	4.0	4.0	3.0	6.0	10.0	10.0	3.0	4.0	9.0	1.0	0.0	3.0	7.0	2.0	3.0	5.0	2.0	1.0	3.0	6.0	1.0	5.0	2.0	2.0	17.0	8.0	7.0	2.0	0.0	0.0	4.0	0.0	3.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	340.0
avait_VER:impf_avoir	11.0	2.0	2.0	2.0	1.0	4.0	0.0	11.0	2.0	5.0	2.0	6.0	3.0	5.0	2.0	3.0	9.0	3.0	2.0	1.0	2.0	4.0	2.0	0.0	1.0	2.0	0.0	3.0	4.0	2.0	1.0	11.0	4.0	1.0	1.0	3.0	4.0	0.0	4.0	1.0	4.0	6.0	3.0	0.0	8.0	5.0	1.0	5.0	6.0	0.0	3.0	1.0	3.0	0.0	7.0	1.0	7.0	1.0	1.0	4.0	2.0	3.0	4.0	1.0	0.0	4.0	2.0	3.0	0.0	2.0	4.0	6.0	10.0	7.0	3.0	3.0	2.0	4.0	9.0	0.0	4.0	0.0	3.0	6.0	3.0	0.0	3.0	3.0	3.0	1.0	4.0	2.0	7.0	7.0	3.0	1.0	311.0
qu'_KON_que	3.0	7.0	1.0	0.0	5.0	1.0	2.0	3.0	1.0	1.0	2.0	2.0	3.0	5.0	3.0	1.0	3.0	1.0	2.0	3.0	4.0	6.0	6.0	2.0	1.0	1.0	1.0	3.0	5.0	2.0	1.0	3.0	0.0	2.0	3.0	3.0	2.0	2.0	2.0	5.0	3.0	5.0	6.0	4.0	2.0	3.0	2.0	0.0	8.0	1.0	5.0	1.0	2.0	1.0	7.0	2.0	3.0	8.0	2.0	1.0	6.0	3.0	1.0	2.0	4.0	5.0	1.0	2.0	0.0	9.0	5.0	8.0	7.0	9.0	5.0	2.0	7.0	8.0	4.0	1.0	2.0	1.0	2.0	4.0	2.0	4.0	2.0	2.0	1.0	6.0	7.0	4.0	5.0	3.0	2.0	0.0	305.0
ce_PRO:DEM_ce	2.0	4.0	4.0	3.0	3.0	2.0	1.0	3.0	2.0	5.0	1.0	2.0	5.0	2.0	3.0	4.0	4.0	1.0	1.0	3.0	7.0	6.0	5.0	2.0	3.0	3.0	3.0	4.0	8.0	3.0	4.0	0.0	2.0	4.0	3.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	5.0	3.0	5.0	5.0	2.0	9.0	6.0	1.0	3.0	3.0	5.0	6.0	3.0	3.0	1.0	6.0	4.0	1.0	3.0	5.0	5.0	2.0	3.0	4.0	4.0	3.0	1.0	2.0	2.0	4.0	0.0	2.0	5.0	2.0	4.0	4.0	2.0	3.0	0.0	2.0	4.0	5.0	4.0	2.0	2.0	4.0	0.0	3.0	4.0	4.0	1.0	1.0	0.0	299.0
je_PRO:PER_je	4.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	1.0	4.0	1.0	2.0	0.0	4.0	5.0	5.0	1.0	1.0	4.0	2.0	1.0	6.0	5.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	9.0	5.0	0.0	2.0	13.0	8.0	7.0	4.0	4.0	3.0	2.0	7.0	5.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	4.0	1.0	2.0	2.0	1.0	15.0	4.0	10.0	0.0	5.0	11.0	1.0	0.0	1.0	0.0	0.0	2.0	7.0	2.0	1.0	6.0	16.0	2.0	10.0	11.0	2.0	0.0	0.0	0.0	16.0	3.0	6.0	2.0	2.0	0.0	1.0	8.0	0.0	293.0
avec_PRP_avec	2.0	3.0	2.0	1.0	2.0	2.0	5.0	3.0	2.0	5.0	4.0	1.0	3.0	1.0	3.0	4.0	4.0	3.0	1.0	3.0	3.0	4.0	1.0	2.0	6.0	1.0	7.0	2.0	1.0	4.0	2.0	3.0	4.0	3.0	8.0	8.0	5.0	4.0	2.0	0.0	2.0	5.0	9.0	3.0	1.0	2.0	4.0	7.0	5.0	2.0	2.0	2.0	4.0	4.0	3.0	5.0	1.0	2.0	0.0	2.0	1.0	2.0	3.0	3.0	4.0	3.0	6.0	4.0	5.0	3.0	3.0	1.0	1.0	5.0	4.0	3.0	4.0	2.0	3.0	1.0	3.0	5.0	2.0	3.0	3.0	3.0	4.0	3.0	4.0	0.0	0.0	2.0	2.0	3.0	3.0	2.0	292.0
mais_KON_mais	5.0	2.0	1.0	4.0	1.0	1.0	3.0	1.0	4.0	1.0	3.0	3.0	5.0	0.0	2.0	1.0	5.0	4.0	1.0	3.0	4.0	3.0	2.0	2.0	4.0	0.0	2.0	4.0	4.0	0.0	2.0	2.0	3.0	1.0	5.0	1.0	3.0	2.0	8.0	1.0	4.0	7.0	7.0	2.0	3.0	4.0	3.0	8.0	3.0	2.0	4.0	0.0	3.0	1.0	1.0	2.0	4.0	4.0	2.0	1.0	2.0	2.0	4.0	5.0	7.0	4.0	3.0	6.0	5.0	5.0	0.0	3.0	2.0	7.0	5.0	2.0	2.0	2.0	3.0	0.0	6.0	7.0	4.0	2.0	1.0	3.0	4.0	5.0	4.0	3.0	2.0	3.0	2.0	1.0	3.0	2.0	289.0
est_VER:pres_être	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	6.0	6.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	3.0	0.0	3.0	3.0	3.0	3.0	4.0	11.0	1.0	1.0	0.0	2.0	2.0	0.0	3.0	5.0	3.0	12.0	3.0	2.0	1.0	0.0	7.0	12.0	12.0	6.0	0.0	3.0	0.0	12.0	14.0	6.0	1.0	2.0	4.0	2.0	8.0	3.0	4.0	1.0	2.0	0.0	1.0	7.0	4.0	4.0	0.0	5.0	3.0	2.0	1.0	1.0	0.0	7.0	3.0	4.0	0.0	2.0	3.0	4.0	7.0	6.0	6.0	4.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	3.0	0.0	2.0	1.0	3.0	286.0
puis_ADV_puis	3.0	4.0	3.0	2.0	1.0	3.0	1.0	3.0	0.0	1.0	3.0	2.0	2.0	1.0	6.0	1.0	0.0	0.0	3.0	2.0	3.0	3.0	4.0	11.0	1.0	2.0	2.0	2.0	4.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	6.0	0.0	0.0	7.0	6.0	3.0	2.0	0.0	0.0	2.0	3.0	4.0	1.0	2.0	4.0	5.0	5.0	3.0	4.0	2.0	3.0	2.0	6.0	3.0	5.0	4.0	5.0	3.0	2.0	0.0	4.0	4.0	1.0	7.0	2.0	4.0	0.0	0.0	4.0	2.0	0.0	1.0	3.0	3.0	4.0	4.0	3.0	6.0	5.0	4.0	2.0	4.0	5.0	3.0	7.0	1.0	3.0	5.0	3.0	272.0
comme_KON_comme	3.0	2.0	5.0	0.0	6.0	1.0	7.0	4.0	1.0	2.0	4.0	4.0	7.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	5.0	2.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	3.0	1.0	3.0	2.0	1.0	2.0	3.0	1.0	1.0	4.0	5.0	5.0	4.0	1.0	1.0	3.0	2.0	5.0	5.0	3.0	3.0	1.0	6.0	3.0	5.0	7.0	4.0	9.0	2.0	4.0	3.0	5.0	4.0	1.0	4.0	2.0	2.0	3.0	3.0	1.0	3.0	1.0	0.0	1.0	3.0	2.0	1.0	8.0	1.0	3.0	2.0	2.0	3.0	2.0	0.0	3.0	1.0	4.0	2.0	0.0	2.0	2.0	3.0	4.0	3.0	2.0	1.0	270.0
ils_PRO:PER_il	0.0	1.0	5.0	2.0	3.0	5.0	3.0	1.0	0.0	5.0	7.0	8.0	10.0	2.0	1.0	3.0	1.0	9.0	7.0	12.0	4.0	0.0	2.0	5.0	7.0	9.0	7.0	5.0	6.0	0.0	0.0	3.0	1.0	6.0	3.0	10.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	3.0	2.0	3.0	3.0	0.0	0.0	2.0	6.0	3.0	4.0	1.0	3.0	2.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	5.0	4.0	2.0	15.0	3.0	0.0	2.0	3.0	2.0	1.0	3.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	7.0	1.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	265.0
tout_ADV_tout	1.0	0.0	3.0	7.0	4.0	2.0	2.0	0.0	5.0	1.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	6.0	3.0	1.0	3.0	6.0	3.0	2.0	2.0	1.0	6.0	4.0	4.0	2.0	6.0	2.0	3.0	2.0	1.0	3.0	1.0	2.0	3.0	6.0	3.0	4.0	5.0	4.0	2.0	2.0	5.0	1.0	0.0	1.0	3.0	3.0	2.0	2.0	2.0	8.0	2.0	1.0	4.0	0.0	4.0	1.0	3.0	7.0	6.0	4.0	1.0	1.0	4.0	0.0	4.0	2.0	1.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	0.0	5.0	2.0	4.0	0.0	3.0	3.0	4.0	3.0	4.0	0.0	3.0	4.0	1.0	0.0	1.0	263.0
l'_PRO:PER_la|le	3.0	2.0	1.0	1.0	4.0	0.0	2.0	2.0	0.0	4.0	2.0	3.0	1.0	4.0	0.0	1.0	5.0	0.0	1.0	1.0	1.0	2.0	4.0	0.0	2.0	0.0	3.0	2.0	2.0	4.0	2.0	3.0	3.0	1.0	4.0	1.0	1.0	3.0	5.0	4.0	3.0	5.0	3.0	1.0	2.0	5.0	3.0	4.0	3.0	2.0	1.0	3.0	1.0	2.0	5.0	5.0	4.0	6.0	4.0	4.0	2.0	1.0	4.0	2.0	3.0	6.0	1.0	2.0	1.0	6.0	5.0	3.0	8.0	2.0	3.0	4.0	0.0	4.0	5.0	2.0	6.0	1.0	0.0	0.0	7.0	1.0	4.0	5.0	1.0	2.0	5.0	4.0	1.0	3.0	2.0	4.0	260.0
!_SENT_!	2.0	1.0	3.0	0.0	2.0	4.0	0.0	0.0	1.0	1.0	3.0	3.0	7.0	0.0	1.0	2.0	0.0	1.0	3.0	1.0	3.0	1.0	12.0	1.0	5.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	6.0	3.0	2.0	7.0	3.0	3.0	9.0	2.0	2.0	5.0	12.0	2.0	1.0	1.0	4.0	12.0	3.0	2.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	4.0	3.0	6.0	2.0	2.0	6.0	2.0	1.0	2.0	13.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	5.0	9.0	6.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	1.0	4.0	0.0	6.0	0.0	0.0	251.0
la_PRO:PER_la	2.0	3.0	1.0	1.0	3.0	0.0	4.0	1.0	1.0	0.0	0.0	3.0	2.0	3.0	3.0	0.0	2.0	2.0	0.0	2.0	0.0	5.0	3.0	4.0	1.0	1.0	2.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	5.0	5.0	9.0	8.0	5.0	3.0	4.0	2.0	0.0	2.0	6.0	2.0	4.0	1.0	1.0	0.0	2.0	3.0	2.0	2.0	6.0	5.0	2.0	2.0	3.0	4.0	4.0	1.0	2.0	0.0	4.0	0.0	4.0	2.0	6.0	1.0	2.0	1.0	3.0	2.0	2.0	3.0	5.0	3.0	4.0	1.0	6.0	2.0	3.0	3.0	2.0	6.0	2.0	4.0	5.0	3.0	4.0	3.0	242.0
cette_PRO:DEM_ce	0.0	3.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	2.0	0.0	3.0	2.0	2.0	0.0	0.0	4.0	2.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	2.0	0.0	4.0	4.0	1.0	0.0	1.0	0.0	5.0	5.0	3.0	4.0	2.0	3.0	0.0	2.0	3.0	1.0	9.0	0.0	1.0	4.0	3.0	2.0	2.0	1.0	0.0	1.0	6.0	3.0	0.0	2.0	6.0	7.0	6.0	4.0	3.0	0.0	1.0	2.0	3.0	5.0	1.0	2.0	1.0	3.0	6.0	6.0	2.0	1.0	0.0	9.0	4.0	4.0	1.0	1.0	2.0	1.0	2.0	4.0	5.0	5.0	1.0	3.0	2.0	3.0	1.0	0.0	0.0	230.0
