	Stolz_MaisonRoulante_0	Stolz_MaisonRoulante_1	Stolz_MaisonRoulante_2	Stolz_MaisonRoulante_3	Stolz_MaisonRoulante_4	Stolz_MaisonRoulante_5	Stolz_MaisonRoulante_6	Stolz_MaisonRoulante_7	Stolz_MaisonRoulante_8	Stolz_MaisonRoulante_9	Stolz_MaisonRoulante_10	Stolz_MaisonRoulante_11	Stolz_MaisonRoulante_12	Stolz_MaisonRoulante_13	Stolz_MaisonRoulante_14	Stolz_MaisonRoulante_15	Stolz_MaisonRoulante_16	Stolz_MaisonRoulante_17	Stolz_MaisonRoulante_18	Stolz_MaisonRoulante_19	Stolz_MaisonRoulante_20	Stolz_MaisonRoulante_21	Stolz_MaisonRoulante_22	Stolz_MaisonRoulante_23	Stolz_MaisonRoulante_24	Stolz_MaisonRoulante_25	Stolz_MaisonRoulante_26	Stolz_MaisonRoulante_27	Stolz_MaisonRoulante_28	Stolz_MaisonRoulante_29	Stolz_MaisonRoulante_30	Stolz_MaisonRoulante_31	Stolz_MaisonRoulante_32	Stolz_MaisonRoulante_33	Stolz_MaisonRoulante_34	Stolz_MaisonRoulante_35	Stolz_MaisonRoulante_36	Stolz_MaisonRoulante_37	Stolz_MaisonRoulante_38	Stolz_MaisonRoulante_39	Stolz_MaisonRoulante_40	Stolz_MaisonRoulante_41	Stolz_MaisonRoulante_42	Stolz_MaisonRoulante_43	Stolz_MaisonRoulante_44	Stolz_MaisonRoulante_45	Stolz_MaisonRoulante_46	Stolz_MaisonRoulante_47	Stolz_MaisonRoulante_48	Stolz_MaisonRoulante_49	Stolz_MaisonRoulante_50	Stolz_MaisonRoulante_51	Stolz_MaisonRoulante_52	Stolz_MaisonRoulante_53	Stolz_MaisonRoulante_54	Stolz_MaisonRoulante_55	Stolz_MaisonRoulante_56	Stolz_MaisonRoulante_57	Stolz_MaisonRoulante_58	Stolz_MaisonRoulante_59	Stolz_MaisonRoulante_60	Stolz_MaisonRoulante_61	Stolz_MaisonRoulante_62	Stolz_MaisonRoulante_63	Stolz_MaisonRoulante_sum
ses_DET:POS_son	11.0	4.0	3.0	3.0	2.0	7.0	4.0	5.0	8.0	1.0	4.0	9.0	5.0	1.0	2.0	5.0	4.0	5.0	4.0	6.0	8.0	2.0	1.0	3.0	5.0	3.0	7.0	10.0	5.0	6.0	1.0	2.0	5.0	2.0	5.0	5.0	2.0	3.0	2.0	7.0	2.0	6.0	3.0	1.0	2.0	1.0	2.0	5.0	4.0	2.0	3.0	4.0	6.0	3.0	1.0	4.0	2.0	11.0	0.0	4.0	4.0	4.0	1.0	1.0	253.0
bien_ADV_bien	5.0	4.0	10.0	4.0	2.0	5.0	3.0	3.0	5.0	2.0	2.0	5.0	1.0	2.0	3.0	1.0	5.0	3.0	6.0	2.0	3.0	2.0	8.0	2.0	2.0	6.0	4.0	2.0	4.0	2.0	3.0	10.0	2.0	3.0	7.0	7.0	4.0	3.0	2.0	5.0	6.0	3.0	2.0	4.0	3.0	8.0	3.0	6.0	4.0	5.0	1.0	2.0	3.0	1.0	12.0	4.0	4.0	5.0	1.0	2.0	4.0	3.0	2.0	1.0	243.0
:_PUN_:	3.0	3.0	9.0	4.0	1.0	1.0	4.0	2.0	2.0	6.0	3.0	3.0	3.0	2.0	5.0	4.0	6.0	0.0	3.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0	4.0	4.0	8.0	5.0	6.0	3.0	5.0	2.0	2.0	2.0	3.0	4.0	2.0	3.0	1.0	3.0	3.0	5.0	9.0	2.0	2.0	1.0	6.0	3.0	8.0	4.0	2.0	4.0	3.0	1.0	3.0	6.0	6.0	9.0	9.0	6.0	1.0	239.0
par_PRP_par	2.0	5.0	4.0	4.0	5.0	7.0	3.0	4.0	8.0	1.0	5.0	1.0	4.0	4.0	4.0	6.0	2.0	1.0	1.0	5.0	7.0	4.0	2.0	2.0	1.0	4.0	6.0	7.0	8.0	2.0	0.0	2.0	7.0	7.0	1.0	3.0	2.0	3.0	6.0	3.0	0.0	5.0	1.0	3.0	4.0	1.0	2.0	7.0	5.0	6.0	1.0	4.0	4.0	2.0	4.0	10.0	3.0	2.0	8.0	1.0	3.0	3.0	2.0	1.0	235.0
mais_KON_mais	1.0	2.0	6.0	4.0	3.0	2.0	3.0	4.0	4.0	4.0	6.0	4.0	4.0	5.0	4.0	3.0	3.0	3.0	1.0	2.0	6.0	2.0	2.0	4.0	2.0	6.0	4.0	1.0	3.0	6.0	6.0	4.0	6.0	3.0	7.0	4.0	4.0	6.0	2.0	4.0	3.0	1.0	3.0	2.0	2.0	2.0	8.0	6.0	4.0	4.0	4.0	4.0	3.0	5.0	6.0	5.0	4.0	3.0	1.0	3.0	2.0	6.0	3.0	0.0	234.0
«_PUN:cit_«	0.0	0.0	5.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	5.0	1.0	1.0	6.0	6.0	5.0	0.0	3.0	4.0	6.0	2.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	6.0	8.0	7.0	3.0	4.0	3.0	0.0	3.0	6.0	7.0	2.0	5.0	0.0	3.0	3.0	5.0	4.0	1.0	0.0	4.0	3.0	2.0	9.0	4.0	5.0	6.0	4.0	11.0	4.0	5.0	6.0	9.0	6.0	6.0	1.0	229.0
plus_ADV_plus	10.0	4.0	4.0	4.0	3.0	2.0	9.0	4.0	8.0	5.0	0.0	2.0	1.0	5.0	3.0	2.0	2.0	4.0	1.0	1.0	3.0	6.0	1.0	2.0	2.0	3.0	4.0	5.0	7.0	3.0	5.0	3.0	4.0	8.0	3.0	1.0	5.0	2.0	1.0	5.0	2.0	6.0	3.0	6.0	2.0	2.0	2.0	3.0	7.0	6.0	5.0	2.0	2.0	1.0	2.0	1.0	2.0	7.0	2.0	6.0	6.0	2.0	3.0	0.0	227.0
adalbert_NAM_adalbert	9.0	5.0	1.0	4.0	6.0	1.0	5.0	1.0	3.0	0.0	3.0	4.0	4.0	4.0	7.0	8.0	5.0	6.0	3.0	5.0	4.0	4.0	1.0	0.0	2.0	6.0	6.0	4.0	1.0	6.0	4.0	3.0	6.0	2.0	0.0	0.0	0.0	4.0	1.0	5.0	4.0	3.0	6.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	5.0	7.0	2.0	6.0	2.0	5.0	4.0	7.0	6.0	8.0	4.0	3.0	223.0
tout_ADV_tout	7.0	3.0	4.0	3.0	2.0	0.0	4.0	3.0	5.0	0.0	2.0	0.0	5.0	3.0	3.0	4.0	3.0	5.0	4.0	3.0	2.0	4.0	1.0	4.0	3.0	5.0	3.0	2.0	2.0	6.0	1.0	5.0	5.0	6.0	3.0	4.0	4.0	2.0	2.0	5.0	4.0	1.0	5.0	0.0	4.0	3.0	3.0	2.0	3.0	1.0	4.0	2.0	3.0	3.0	8.0	4.0	4.0	6.0	6.0	3.0	5.0	5.0	1.0	1.0	213.0
»_PUN:cit_»	0.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	1.0	0.0	7.0	5.0	4.0	0.0	3.0	4.0	5.0	3.0	2.0	3.0	5.0	3.0	2.0	4.0	4.0	5.0	8.0	5.0	4.0	4.0	3.0	0.0	3.0	6.0	7.0	2.0	5.0	0.0	3.0	3.0	4.0	2.0	1.0	1.0	4.0	3.0	2.0	8.0	4.0	4.0	2.0	3.0	2.0	4.0	5.0	6.0	9.0	5.0	7.0	1.0	207.0
y_PRO:PER_y	7.0	7.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	5.0	3.0	2.0	4.0	1.0	4.0	1.0	1.0	6.0	2.0	0.0	5.0	2.0	3.0	3.0	4.0	3.0	2.0	0.0	3.0	5.0	3.0	3.0	1.0	3.0	4.0	4.0	4.0	6.0	6.0	3.0	7.0	2.0	5.0	3.0	5.0	1.0	4.0	3.0	1.0	5.0	3.0	1.0	4.0	0.0	5.0	2.0	2.0	1.0	2.0	2.0	7.0	2.0	1.0	0.0	197.0
le_PRO:PER_le	0.0	3.0	3.0	3.0	1.0	2.0	1.0	9.0	0.0	0.0	5.0	5.0	4.0	6.0	1.0	3.0	2.0	2.0	2.0	5.0	6.0	3.0	6.0	4.0	1.0	5.0	4.0	3.0	4.0	3.0	0.0	7.0	6.0	0.0	3.0	1.0	1.0	6.0	2.0	2.0	2.0	0.0	0.0	3.0	1.0	2.0	9.0	1.0	3.0	5.0	7.0	2.0	4.0	4.0	2.0	1.0	3.0	6.0	1.0	3.0	4.0	3.0	2.0	1.0	193.0
en_PRO:PER_en	0.0	3.0	5.0	3.0	2.0	1.0	4.0	1.0	8.0	4.0	5.0	0.0	0.0	4.0	2.0	0.0	1.0	4.0	3.0	3.0	2.0	2.0	9.0	8.0	6.0	2.0	4.0	2.0	1.0	0.0	5.0	1.0	7.0	5.0	1.0	7.0	4.0	5.0	5.0	5.0	1.0	1.0	5.0	3.0	0.0	2.0	3.0	3.0	3.0	5.0	3.0	4.0	1.0	0.0	3.0	3.0	0.0	1.0	2.0	2.0	3.0	0.0	5.0	1.0	188.0
vous_PRO:PER_vous	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	8.0	1.0	0.0	0.0	1.0	0.0	8.0	5.0	3.0	3.0	1.0	0.0	0.0	4.0	4.0	0.0	3.0	0.0	0.0	4.0	4.0	9.0	11.0	0.0	0.0	4.0	4.0	0.0	1.0	1.0	18.0	4.0	6.0	1.0	2.0	7.0	0.0	7.0	10.0	1.0	183.0
l'_PRO:PER_la|le	3.0	3.0	1.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	3.0	3.0	5.0	2.0	3.0	2.0	5.0	1.0	1.0	5.0	2.0	1.0	4.0	5.0	4.0	1.0	5.0	4.0	7.0	0.0	4.0	5.0	3.0	5.0	0.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	1.0	2.0	2.0	4.0	7.0	1.0	1.0	2.0	2.0	5.0	4.0	3.0	1.0	4.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	181.0
a_VER:pres_avoir	2.0	1.0	2.0	1.0	1.0	7.0	1.0	5.0	0.0	4.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	6.0	2.0	3.0	10.0	6.0	0.0	2.0	0.0	2.0	2.0	3.0	13.0	0.0	2.0	2.0	2.0	0.0	5.0	2.0	1.0	4.0	0.0	0.0	3.0	5.0	7.0	9.0	4.0	1.0	0.0	2.0	1.0	0.0	3.0	13.0	0.0	9.0	0.0	3.0	4.0	2.0	1.0	2.0	1.0	171.0
cette_PRO:DEM_ce	2.0	2.0	0.0	1.0	1.0	5.0	4.0	1.0	3.0	0.0	1.0	4.0	5.0	2.0	1.0	6.0	2.0	4.0	3.0	2.0	4.0	5.0	1.0	2.0	3.0	6.0	5.0	2.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	0.0	2.0	0.0	2.0	5.0	1.0	1.0	5.0	4.0	3.0	5.0	2.0	2.0	1.0	3.0	4.0	5.0	2.0	5.0	2.0	3.0	4.0	1.0	0.0	170.0
avec_PRP_avec	8.0	0.0	4.0	0.0	1.0	2.0	2.0	4.0	2.0	0.0	1.0	2.0	4.0	0.0	3.0	3.0	5.0	4.0	2.0	4.0	3.0	2.0	1.0	7.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	0.0	9.0	3.0	4.0	0.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	1.0	2.0	1.0	7.0	2.0	3.0	6.0	4.0	3.0	2.0	0.0	5.0	7.0	2.0	2.0	4.0	3.0	0.0	170.0
petit_ADJ_petit	5.0	4.0	3.0	2.0	3.0	2.0	2.0	4.0	1.0	2.0	4.0	6.0	2.0	1.0	4.0	3.0	3.0	3.0	2.0	5.0	0.0	5.0	2.0	4.0	5.0	2.0	4.0	3.0	1.0	2.0	3.0	3.0	4.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	6.0	1.0	2.0	0.0	1.0	3.0	2.0	1.0	1.0	0.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	2.0	3.0	1.0	2.0	1.0	2.0	0.0	166.0
sur_PRP_sur	4.0	1.0	2.0	4.0	1.0	5.0	4.0	5.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	2.0	0.0	2.0	3.0	3.0	1.0	2.0	2.0	3.0	0.0	3.0	4.0	2.0	4.0	5.0	3.0	5.0	2.0	3.0	3.0	6.0	0.0	5.0	0.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	6.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	5.0	1.0	1.0	2.0	0.0	162.0
enfant_NOM_enfant	1.0	3.0	0.0	0.0	1.0	0.0	3.0	3.0	3.0	0.0	4.0	5.0	4.0	4.0	5.0	3.0	0.0	2.0	0.0	3.0	4.0	3.0	0.0	3.0	5.0	4.0	3.0	3.0	5.0	3.0	4.0	2.0	3.0	2.0	0.0	1.0	0.0	3.0	1.0	4.0	5.0	2.0	2.0	2.0	1.0	2.0	5.0	0.0	0.0	0.0	1.0	7.0	4.0	3.0	1.0	3.0	3.0	4.0	6.0	5.0	2.0	4.0	0.0	1.0	160.0
quand_KON_quand	2.0	4.0	4.0	6.0	0.0	1.0	1.0	2.0	3.0	5.0	1.0	3.0	2.0	5.0	3.0	2.0	5.0	4.0	2.0	0.0	5.0	3.0	0.0	4.0	3.0	5.0	6.0	2.0	1.0	0.0	3.0	8.0	3.0	2.0	2.0	0.0	3.0	4.0	2.0	1.0	5.0	6.0	0.0	2.0	1.0	5.0	4.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	2.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	153.0
comme_KON_comme	3.0	3.0	3.0	2.0	2.0	0.0	4.0	2.0	1.0	4.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	8.0	3.0	3.0	7.0	4.0	3.0	1.0	4.0	1.0	2.0	0.0	2.0	5.0	5.0	0.0	4.0	2.0	1.0	3.0	0.0	1.0	1.0	2.0	3.0	1.0	1.0	4.0	2.0	2.0	1.0	3.0	2.0	0.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	0.0	2.0	140.0
que_PRO:REL_que	1.0	0.0	3.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	5.0	1.0	2.0	4.0	1.0	2.0	1.0	4.0	1.0	2.0	4.0	3.0	4.0	2.0	1.0	1.0	2.0	2.0	5.0	2.0	4.0	0.0	2.0	0.0	2.0	0.0	1.0	3.0	0.0	2.0	4.0	2.0	2.0	0.0	1.0	3.0	4.0	0.0	2.0	1.0	2.0	0.0	3.0	3.0	3.0	3.0	2.0	3.0	5.0	6.0	1.0	2.0	5.0	0.0	131.0
gella_NAM_gella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	8.0	1.0	1.0	4.0	9.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	4.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	1.0	0.0	0.0	5.0	4.0	2.0	0.0	0.0	0.0	1.0	3.0	4.0	1.0	4.0	5.0	0.0	3.0	3.0	1.0	5.0	3.0	0.0	123.0
valneige_NAM_valneige	4.0	4.0	3.0	4.0	3.0	0.0	4.0	6.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	5.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	4.0	3.0	5.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	5.0	1.0	121.0
tout_PRO:IND_tout	4.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	3.0	2.0	1.0	1.0	3.0	0.0	5.0	3.0	5.0	0.0	1.0	0.0	3.0	1.0	3.0	2.0	2.0	1.0	2.0	3.0	1.0	3.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	112.0
ces_PRO:DEM_ce	4.0	1.0	6.0	2.0	2.0	6.0	2.0	2.0	1.0	1.0	0.0	0.0	5.0	1.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	0.0	1.0	6.0	3.0	3.0	4.0	2.0	1.0	0.0	3.0	3.0	6.0	1.0	2.0	2.0	3.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	110.0
mme_NOM_madame	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0	4.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	6.0	3.0	2.0	2.0	6.0	2.0	0.0	0.0	2.0	2.0	3.0	1.0	0.0	3.0	1.0	2.0	3.0	4.0	2.0	4.0	3.0	2.0	3.0	7.0	7.0	3.0	1.0	5.0	4.0	1.0	109.0
sans_PRP_sans	2.0	5.0	1.0	3.0	1.0	3.0	1.0	5.0	2.0	0.0	0.0	0.0	2.0	3.0	2.0	1.0	2.0	1.0	6.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0	2.0	0.0	1.0	3.0	2.0	1.0	3.0	2.0	3.0	0.0	1.0	2.0	4.0	4.0	3.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	107.0
j'_PRO:PER_je	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	5.0	6.0	3.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	6.0	0.0	1.0	0.0	0.0	4.0	13.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	4.0	1.0	1.0	2.0	2.0	2.0	3.0	0.0	0.0	106.0
faire_VER:infi_faire	0.0	1.0	3.0	2.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	0.0	4.0	1.0	2.0	1.0	0.0	2.0	1.0	2.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	5.0	2.0	3.0	1.0	2.0	1.0	1.0	4.0	1.0	3.0	1.0	5.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	104.0
si_KON_si	0.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	7.0	4.0	5.0	1.0	1.0	2.0	0.0	1.0	4.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	1.0	0.0	3.0	3.0	1.0	1.0	0.0	4.0	1.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	102.0
comme_ADV_comme	1.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	6.0	2.0	3.0	0.0	2.0	0.0	2.0	1.0	4.0	0.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	4.0	2.0	4.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	2.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	4.0	1.0	5.0	3.0	2.0	100.0
..._PUN_...	0.0	1.0	3.0	3.0	4.0	0.0	1.0	1.0	0.0	16.0	8.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	7.0	2.0	1.0	6.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	3.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	4.0	0.0	98.0
me_PRO:PER_me	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	2.0	2.0	1.0	1.0	0.0	3.0	0.0	0.0	4.0	10.0	5.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	6.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0	5.0	0.0	96.0
père_NOM_père	2.0	0.0	0.0	2.0	1.0	1.0	3.0	3.0	7.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	5.0	5.0	5.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	3.0	7.0	0.0	2.0	5.0	3.0	3.0	1.0	1.0	94.0
aux_PRP:det_au	3.0	3.0	2.0	5.0	4.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	3.0	2.0	0.0	4.0	1.0	3.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	4.0	0.0	5.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	6.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	90.0
donc_ADV_donc	0.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	5.0	5.0	1.0	1.0	2.0	2.0	1.0	3.0	2.0	1.0	5.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	3.0	5.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	3.0	1.0	3.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	89.0
tous_PRO:IND_tout	4.0	1.0	1.0	0.0	2.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	3.0	0.0	4.0	2.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	89.0
mon_DET:POS_mon	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	6.0	11.0	1.0	0.0	0.0	1.0	0.0	1.0	4.0	3.0	1.0	9.0	0.0	3.0	4.0	2.0	1.0	4.0	0.0	88.0
bonne_ADJ_bon	3.0	4.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	2.0	1.0	4.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	0.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	0.0	3.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	4.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	86.0
deux_NUM_deux	4.0	0.0	1.0	0.0	0.0	1.0	6.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	2.0	5.0	0.0	4.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	3.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	1.0	0.0	0.0	1.0	85.0
si_ADV_si	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	1.0	3.0	0.0	1.0	5.0	1.0	2.0	0.0	4.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	5.0	0.0	1.0	0.0	1.0	1.0	5.0	3.0	1.0	2.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	83.0
m'_PRO:PER_me	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	1.0	5.0	5.0	2.0	1.0	2.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	6.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	78.0
ai_VER:pres_avoir	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	7.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	9.0	9.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	76.0
où_PRO:REL_où	5.0	1.0	0.0	0.0	8.0	1.0	1.0	2.0	0.0	1.0	4.0	3.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	3.0	0.0	0.0	2.0	1.0	1.0	3.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	75.0
