	Verne_ArchipelFeu_0	Verne_ArchipelFeu_1	Verne_ArchipelFeu_2	Verne_ArchipelFeu_3	Verne_ArchipelFeu_4	Verne_ArchipelFeu_5	Verne_ArchipelFeu_6	Verne_ArchipelFeu_7	Verne_ArchipelFeu_8	Verne_ArchipelFeu_9	Verne_ArchipelFeu_10	Verne_ArchipelFeu_11	Verne_ArchipelFeu_12	Verne_ArchipelFeu_13	Verne_ArchipelFeu_14	Verne_ArchipelFeu_15	Verne_ArchipelFeu_16	Verne_ArchipelFeu_17	Verne_ArchipelFeu_18	Verne_ArchipelFeu_19	Verne_ArchipelFeu_20	Verne_ArchipelFeu_21	Verne_ArchipelFeu_22	Verne_ArchipelFeu_23	Verne_ArchipelFeu_24	Verne_ArchipelFeu_25	Verne_ArchipelFeu_26	Verne_ArchipelFeu_27	Verne_ArchipelFeu_28	Verne_ArchipelFeu_29	Verne_ArchipelFeu_30	Verne_ArchipelFeu_31	Verne_ArchipelFeu_32	Verne_ArchipelFeu_33	Verne_ArchipelFeu_34	Verne_ArchipelFeu_35	Verne_ArchipelFeu_36	Verne_ArchipelFeu_37	Verne_ArchipelFeu_38	Verne_ArchipelFeu_39	Verne_ArchipelFeu_40	Verne_ArchipelFeu_41	Verne_ArchipelFeu_42	Verne_ArchipelFeu_43	Verne_ArchipelFeu_44	Verne_ArchipelFeu_45	Verne_ArchipelFeu_46	Verne_ArchipelFeu_47	Verne_ArchipelFeu_48	Verne_ArchipelFeu_49	Verne_ArchipelFeu_50	Verne_ArchipelFeu_51	Verne_ArchipelFeu_52	Verne_ArchipelFeu_53	Verne_ArchipelFeu_54	Verne_ArchipelFeu_55	Verne_ArchipelFeu_56	Verne_ArchipelFeu_57	Verne_ArchipelFeu_58	Verne_ArchipelFeu_59	Verne_ArchipelFeu_60	Verne_ArchipelFeu_61	Verne_ArchipelFeu_62	Verne_ArchipelFeu_63	Verne_ArchipelFeu_64	Verne_ArchipelFeu_65	Verne_ArchipelFeu_66	Verne_ArchipelFeu_67	Verne_ArchipelFeu_68	Verne_ArchipelFeu_69	Verne_ArchipelFeu_70	Verne_ArchipelFeu_71	Verne_ArchipelFeu_72	Verne_ArchipelFeu_73	Verne_ArchipelFeu_74	Verne_ArchipelFeu_75	Verne_ArchipelFeu_76	Verne_ArchipelFeu_77	Verne_ArchipelFeu_sum
sur_PRP_sur	8.0	7.0	5.0	7.0	9.0	5.0	3.0	5.0	6.0	4.0	2.0	2.0	7.0	1.0	1.0	6.0	4.0	1.0	3.0	2.0	3.0	9.0	11.0	6.0	3.0	6.0	3.0	6.0	2.0	7.0	3.0	3.0	0.0	1.0	0.0	2.0	4.0	1.0	3.0	2.0	4.0	3.0	4.0	6.0	5.0	7.0	4.0	3.0	5.0	1.0	2.0	5.0	4.0	1.0	3.0	4.0	9.0	8.0	2.0	7.0	3.0	5.0	3.0	2.0	4.0	7.0	4.0	4.0	3.0	6.0	6.0	6.0	1.0	6.0	8.0	7.0	3.0	0.0	328.0
pour_PRP_pour	4.0	3.0	2.0	6.0	4.0	3.0	6.0	6.0	4.0	2.0	4.0	2.0	5.0	8.0	7.0	7.0	10.0	7.0	4.0	4.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	3.0	7.0	2.0	3.0	3.0	3.0	5.0	5.0	1.0	3.0	3.0	3.0	1.0	3.0	5.0	1.0	7.0	6.0	5.0	1.0	2.0	7.0	5.0	3.0	3.0	2.0	5.0	6.0	4.0	1.0	3.0	5.0	5.0	6.0	7.0	2.0	8.0	8.0	4.0	4.0	4.0	2.0	3.0	3.0	4.0	5.0	4.0	2.0	6.0	5.0	1.0	316.0
par_PRP_par	4.0	6.0	3.0	4.0	1.0	2.0	6.0	4.0	3.0	8.0	6.0	5.0	5.0	7.0	3.0	4.0	0.0	2.0	1.0	5.0	3.0	3.0	2.0	0.0	3.0	4.0	5.0	3.0	9.0	5.0	3.0	3.0	4.0	2.0	1.0	3.0	4.0	1.0	5.0	1.0	2.0	5.0	1.0	2.0	5.0	3.0	4.0	7.0	5.0	8.0	3.0	4.0	4.0	2.0	2.0	3.0	2.0	3.0	3.0	7.0	4.0	2.0	4.0	6.0	4.0	9.0	11.0	3.0	2.0	8.0	7.0	7.0	5.0	1.0	2.0	4.0	3.0	0.0	300.0
sa_DET:POS_son	2.0	4.0	4.0	6.0	7.0	9.0	3.0	7.0	5.0	5.0	3.0	2.0	4.0	7.0	4.0	13.0	7.0	3.0	10.0	5.0	2.0	5.0	2.0	1.0	1.0	4.0	6.0	2.0	1.0	1.0	1.0	1.0	2.0	3.0	2.0	4.0	6.0	7.0	4.0	1.0	4.0	1.0	2.0	3.0	2.0	8.0	3.0	1.0	6.0	7.0	1.0	2.0	3.0	1.0	2.0	4.0	7.0	12.0	2.0	1.0	0.0	3.0	1.0	4.0	2.0	9.0	2.0	3.0	5.0	1.0	1.0	3.0	2.0	6.0	3.0	2.0	2.0	0.0	287.0
mais_KON_mais	3.0	3.0	6.0	1.0	3.0	3.0	3.0	4.0	3.0	1.0	5.0	2.0	3.0	1.0	5.0	5.0	0.0	5.0	5.0	2.0	7.0	5.0	1.0	3.0	2.0	2.0	1.0	4.0	2.0	1.0	3.0	5.0	6.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	5.0	2.0	3.0	6.0	4.0	4.0	3.0	4.0	4.0	5.0	2.0	5.0	2.0	4.0	7.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	1.0	275.0
ces_PRO:DEM_ce	10.0	11.0	9.0	7.0	3.0	4.0	2.0	4.0	3.0	3.0	3.0	3.0	6.0	3.0	5.0	5.0	4.0	0.0	3.0	2.0	4.0	0.0	2.0	2.0	3.0	3.0	2.0	4.0	4.0	3.0	3.0	4.0	1.0	1.0	0.0	2.0	1.0	3.0	4.0	1.0	8.0	4.0	2.0	1.0	1.0	1.0	6.0	10.0	3.0	1.0	3.0	3.0	5.0	6.0	5.0	2.0	1.0	1.0	2.0	3.0	8.0	3.0	2.0	4.0	4.0	4.0	7.0	5.0	8.0	1.0	3.0	3.0	3.0	3.0	2.0	4.0	2.0	0.0	271.0
lui_PRO:PER_lui	1.0	0.0	1.0	2.0	2.0	3.0	4.0	2.0	8.0	3.0	3.0	0.0	6.0	1.0	5.0	1.0	5.0	7.0	5.0	3.0	1.0	0.0	3.0	1.0	3.0	0.0	2.0	1.0	3.0	5.0	3.0	3.0	9.0	11.0	7.0	4.0	4.0	6.0	7.0	3.0	6.0	3.0	7.0	5.0	4.0	6.0	1.0	1.0	2.0	2.0	3.0	5.0	1.0	1.0	1.0	3.0	1.0	4.0	4.0	4.0	0.0	4.0	4.0	7.0	4.0	3.0	1.0	3.0	1.0	7.0	2.0	0.0	4.0	9.0	5.0	7.0	1.0	0.0	264.0
qu'_KON_que	4.0	0.0	5.0	5.0	4.0	5.0	2.0	3.0	3.0	5.0	3.0	1.0	1.0	2.0	1.0	2.0	7.0	5.0	7.0	3.0	2.0	5.0	0.0	2.0	0.0	1.0	3.0	4.0	3.0	3.0	4.0	3.0	7.0	6.0	4.0	6.0	4.0	6.0	3.0	0.0	4.0	3.0	4.0	2.0	3.0	7.0	4.0	0.0	11.0	5.0	7.0	6.0	1.0	1.0	4.0	2.0	5.0	4.0	4.0	4.0	3.0	0.0	4.0	1.0	3.0	4.0	5.0	2.0	2.0	6.0	2.0	6.0	1.0	2.0	2.0	3.0	0.0	1.0	262.0
est_VER:pres_être	6.0	3.0	5.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	4.0	5.0	0.0	2.0	2.0	2.0	4.0	8.0	1.0	5.0	5.0	4.0	1.0	8.0	9.0	3.0	4.0	0.0	15.0	1.0	6.0	4.0	0.0	3.0	7.0	8.0	1.0	3.0	4.0	4.0	2.0	4.0	7.0	3.0	2.0	5.0	7.0	6.0	3.0	1.0	0.0	6.0	2.0	4.0	5.0	5.0	4.0	1.0	9.0	2.0	3.0	1.0	1.0	0.0	2.0	1.0	1.0	9.0	3.0	1.0	1.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0	262.0
albaret_NAM_albaret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	9.0	6.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	7.0	8.0	2.0	1.0	4.0	1.0	2.0	3.0	4.0	11.0	10.0	5.0	5.0	6.0	4.0	1.0	3.0	7.0	10.0	5.0	6.0	4.0	5.0	4.0	3.0	1.0	5.0	0.0	0.0	5.0	5.0	10.0	1.0	4.0	10.0	6.0	7.0	3.0	4.0	6.0	6.0	9.0	6.0	7.0	1.0	261.0
henry_NAM_henry	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	10.0	9.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	7.0	8.0	2.0	1.0	2.0	1.0	3.0	3.0	4.0	11.0	9.0	4.0	3.0	5.0	4.0	1.0	3.0	6.0	8.0	3.0	5.0	2.0	3.0	3.0	2.0	0.0	4.0	0.0	0.0	5.0	4.0	12.0	2.0	3.0	12.0	6.0	7.0	2.0	4.0	5.0	6.0	9.0	7.0	7.0	1.0	248.0
ses_DET:POS_son	3.0	1.0	6.0	4.0	5.0	11.0	3.0	2.0	2.0	2.0	3.0	4.0	7.0	2.0	4.0	6.0	5.0	3.0	3.0	1.0	5.0	0.0	3.0	1.0	2.0	0.0	2.0	2.0	3.0	7.0	0.0	0.0	1.0	2.0	2.0	0.0	5.0	3.0	0.0	2.0	1.0	5.0	5.0	2.0	7.0	5.0	4.0	5.0	5.0	5.0	2.0	2.0	3.0	2.0	4.0	2.0	4.0	2.0	2.0	1.0	1.0	0.0	5.0	3.0	2.0	2.0	0.0	1.0	4.0	4.0	5.0	7.0	5.0	9.0	4.0	4.0	4.0	0.0	245.0
starkos_NAM_starkos	0.0	0.0	0.0	0.0	0.0	3.0	7.0	7.0	6.0	8.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	6.0	7.0	5.0	3.0	4.0	4.0	8.0	5.0	6.0	8.0	9.0	4.0	5.0	10.0	9.0	13.0	9.0	1.0	2.0	2.0	2.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	15.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	4.0	3.0	3.0	0.0	232.0
..._PUN_...	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	6.0	13.0	0.0	2.0	0.0	2.0	7.0	10.0	0.0	0.0	2.0	3.0	1.0	0.0	4.0	4.0	22.0	11.0	6.0	1.0	4.0	24.0	2.0	0.0	0.0	4.0	21.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	3.0	1.0	2.0	2.0	8.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	4.0	1.0	8.0	10.0	5.0	0.0	226.0
qu'_PRO:REL_que	0.0	3.0	3.0	5.0	3.0	3.0	3.0	4.0	1.0	2.0	0.0	3.0	2.0	3.0	1.0	2.0	7.0	6.0	6.0	3.0	3.0	1.0	1.0	4.0	3.0	3.0	0.0	0.0	4.0	5.0	3.0	2.0	0.0	3.0	4.0	3.0	4.0	5.0	0.0	2.0	3.0	4.0	4.0	3.0	3.0	7.0	1.0	1.0	4.0	5.0	6.0	3.0	2.0	5.0	1.0	3.0	2.0	3.0	2.0	3.0	4.0	0.0	1.0	6.0	6.0	4.0	5.0	3.0	2.0	1.0	3.0	2.0	1.0	3.0	2.0	3.0	0.0	0.0	221.0
c'_PRO:DEM_ce	6.0	2.0	3.0	2.0	3.0	5.0	1.0	4.0	0.0	4.0	3.0	0.0	0.0	4.0	1.0	2.0	5.0	3.0	3.0	6.0	2.0	4.0	0.0	4.0	4.0	2.0	0.0	0.0	6.0	3.0	2.0	2.0	0.0	2.0	6.0	6.0	3.0	4.0	4.0	3.0	1.0	4.0	4.0	3.0	5.0	3.0	4.0	1.0	2.0	5.0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	2.0	3.0	1.0	1.0	3.0	4.0	5.0	3.0	4.0	1.0	2.0	6.0	8.0	4.0	1.0	1.0	0.0	217.0
l'_PRO:PER_la|le	2.0	0.0	2.0	2.0	7.0	3.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0	7.0	3.0	2.0	2.0	4.0	1.0	2.0	2.0	1.0	5.0	1.0	0.0	1.0	0.0	2.0	3.0	4.0	4.0	1.0	3.0	4.0	3.0	4.0	10.0	5.0	2.0	2.0	3.0	3.0	4.0	4.0	5.0	1.0	5.0	4.0	2.0	3.0	2.0	2.0	3.0	1.0	2.0	3.0	1.0	3.0	1.0	2.0	7.0	3.0	4.0	2.0	1.0	2.0	6.0	8.0	4.0	5.0	3.0	6.0	2.0	6.0	1.0	0.0	217.0
nicolas_NAM_nicolas	0.0	0.0	0.0	0.0	0.0	3.0	8.0	6.0	6.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	5.0	7.0	5.0	3.0	3.0	4.0	8.0	5.0	6.0	8.0	9.0	3.0	5.0	10.0	9.0	12.0	9.0	1.0	2.0	2.0	2.0	5.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	15.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	3.0	2.0	0.0	216.0
?_SENT_?	1.0	1.0	3.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0	6.0	5.0	1.0	6.0	4.0	1.0	10.0	3.0	0.0	0.0	1.0	10.0	4.0	6.0	16.0	0.0	9.0	1.0	6.0	0.0	7.0	2.0	0.0	7.0	9.0	7.0	7.0	1.0	0.0	1.0	5.0	0.0	1.0	2.0	8.0	0.0	5.0	1.0	1.0	4.0	3.0	0.0	2.0	1.0	2.0	3.0	0.0	4.0	0.0	0.0	8.0	1.0	2.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	211.0
on_PRO:PER_on	1.0	1.0	5.0	2.0	3.0	2.0	5.0	7.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0	5.0	0.0	7.0	4.0	2.0	2.0	5.0	0.0	4.0	1.0	0.0	1.0	1.0	2.0	2.0	4.0	1.0	2.0	1.0	7.0	2.0	1.0	2.0	2.0	5.0	7.0	2.0	2.0	0.0	4.0	2.0	3.0	3.0	3.0	2.0	5.0	3.0	3.0	1.0	1.0	1.0	3.0	3.0	2.0	3.0	2.0	1.0	6.0	2.0	2.0	1.0	2.0	7.0	3.0	3.0	7.0	0.0	203.0
«_PUN:cit_«	6.0	3.0	4.0	3.0	2.0	1.0	2.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	3.0	2.0	2.0	1.0	4.0	3.0	3.0	3.0	5.0	4.0	7.0	4.0	2.0	1.0	3.0	6.0	4.0	0.0	0.0	4.0	4.0	2.0	4.0	2.0	3.0	1.0	2.0	1.0	4.0	0.0	1.0	1.0	2.0	5.0	5.0	1.0	2.0	2.0	3.0	7.0	6.0	5.0	0.0	1.0	3.0	3.0	3.0	3.0	1.0	2.0	0.0	4.0	9.0	3.0	0.0	202.0
»_PUN:cit_»	5.0	4.0	4.0	3.0	2.0	1.0	2.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	2.0	4.0	0.0	1.0	1.0	1.0	4.0	2.0	3.0	2.0	1.0	3.0	4.0	3.0	2.0	5.0	5.0	6.0	4.0	2.0	1.0	3.0	6.0	2.0	0.0	0.0	3.0	3.0	2.0	4.0	1.0	3.0	2.0	2.0	1.0	4.0	0.0	1.0	1.0	2.0	4.0	6.0	1.0	2.0	2.0	3.0	7.0	6.0	5.0	0.0	1.0	3.0	3.0	3.0	3.0	1.0	2.0	0.0	3.0	9.0	4.0	0.0	196.0
avec_PRP_avec	2.0	0.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	5.0	1.0	3.0	3.0	2.0	3.0	0.0	0.0	1.0	4.0	1.0	5.0	4.0	0.0	4.0	2.0	1.0	1.0	3.0	5.0	2.0	5.0	2.0	0.0	6.0	1.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	2.0	0.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0	0.0	2.0	4.0	0.0	4.0	1.0	4.0	3.0	2.0	2.0	3.0	1.0	2.0	5.0	2.0	4.0	6.0	4.0	0.0	175.0
le_PRO:PER_le	1.0	0.0	0.0	1.0	0.0	3.0	4.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	6.0	1.0	5.0	5.0	2.0	1.0	2.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	2.0	4.0	4.0	5.0	6.0	6.0	12.0	0.0	1.0	6.0	5.0	1.0	2.0	4.0	3.0	4.0	1.0	3.0	6.0	2.0	2.0	4.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	4.0	0.0	4.0	0.0	5.0	1.0	1.0	0.0	3.0	1.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0	3.0	0.0	175.0
y_PRO:PER_y	3.0	2.0	4.0	5.0	1.0	1.0	3.0	4.0	4.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	2.0	0.0	2.0	3.0	8.0	2.0	1.0	5.0	1.0	2.0	4.0	0.0	5.0	0.0	1.0	3.0	1.0	6.0	0.0	3.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	4.0	0.0	5.0	2.0	1.0	0.0	4.0	3.0	3.0	4.0	2.0	1.0	1.0	3.0	3.0	2.0	2.0	0.0	4.0	1.0	3.0	2.0	2.0	1.0	0.0	0.0	174.0
vous_PRO:PER_vous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	6.0	0.0	17.0	23.0	3.0	8.0	0.0	2.0	0.0	23.0	10.0	3.0	0.0	0.0	17.0	6.0	0.0	2.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	170.0
fut_VER:simp_être	0.0	0.0	1.0	2.0	7.0	2.0	3.0	1.0	2.0	3.0	3.0	2.0	6.0	4.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	3.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	1.0	5.0	1.0	4.0	1.0	0.0	6.0	2.0	3.0	4.0	4.0	1.0	0.0	3.0	4.0	5.0	0.0	4.0	3.0	3.0	1.0	2.0	5.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	3.0	5.0	2.0	6.0	1.0	1.0	1.0	5.0	0.0	168.0
dont_PRO:REL_dont	4.0	2.0	3.0	4.0	3.0	3.0	1.0	3.0	3.0	2.0	2.0	4.0	4.0	1.0	5.0	1.0	4.0	0.0	2.0	3.0	1.0	2.0	1.0	3.0	3.0	3.0	5.0	2.0	2.0	3.0	6.0	3.0	5.0	0.0	0.0	1.0	0.0	2.0	1.0	3.0	3.0	1.0	1.0	2.0	3.0	3.0	3.0	1.0	0.0	4.0	2.0	1.0	2.0	4.0	0.0	2.0	3.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	2.0	3.0	3.0	3.0	0.0	1.0	0.0	2.0	1.0	3.0	3.0	0.0	1.0	0.0	163.0
capitaine_NOM_capitaine	0.0	0.0	0.0	2.0	2.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	7.0	4.0	4.0	0.0	2.0	1.0	4.0	1.0	6.0	9.0	8.0	3.0	2.0	9.0	5.0	7.0	2.0	0.0	1.0	1.0	1.0	5.0	4.0	5.0	5.0	3.0	3.0	4.0	1.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	1.0	3.0	0.0	2.0	3.0	3.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	163.0
elizundo_NAM_elizundo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	5.0	4.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	10.0	13.0	12.0	10.0	6.0	6.0	7.0	9.0	6.0	4.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	6.0	5.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	2.0	1.0	0.0	160.0
été_VER:pper_être	2.0	1.0	1.0	1.0	2.0	0.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	3.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	1.0	4.0	1.0	1.0	0.0	5.0	2.0	2.0	2.0	5.0	3.0	2.0	1.0	2.0	4.0	6.0	2.0	3.0	2.0	4.0	4.0	4.0	3.0	1.0	2.0	2.0	0.0	3.0	0.0	2.0	3.0	0.0	2.0	3.0	1.0	1.0	2.0	3.0	3.0	3.0	0.0	0.0	2.0	5.0	0.0	2.0	2.0	4.0	1.0	2.0	0.0	153.0
ils_PRO:PER_il	2.0	7.0	1.0	5.0	2.0	1.0	5.0	1.0	0.0	1.0	3.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	5.0	4.0	0.0	4.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	9.0	2.0	2.0	0.0	4.0	3.0	4.0	2.0	1.0	0.0	2.0	1.0	6.0	5.0	1.0	2.0	3.0	1.0	3.0	12.0	1.0	2.0	3.0	2.0	7.0	0.0	1.0	3.0	3.0	0.0	153.0
corvette_NOM_corvette	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	7.0	7.0	4.0	4.0	5.0	7.0	7.0	3.0	5.0	5.0	2.0	3.0	4.0	9.0	1.0	2.0	0.0	0.0	1.0	1.0	3.0	4.0	0.0	6.0	7.0	5.0	6.0	6.0	5.0	8.0	5.0	5.0	3.0	0.0	152.0
bien_ADV_bien	3.0	3.0	1.0	2.0	0.0	1.0	1.0	3.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	4.0	4.0	1.0	2.0	5.0	2.0	1.0	2.0	3.0	1.0	0.0	3.0	4.0	0.0	6.0	4.0	2.0	1.0	1.0	4.0	1.0	4.0	3.0	1.0	2.0	3.0	0.0	0.0	5.0	1.0	2.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	0.0	0.0	1.0	3.0	3.0	3.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	4.0	1.0	2.0	2.0	4.0	0.0	5.0	1.0	1.0	0.0	0.0	152.0
syphanta_NAM_syphanta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	8.0	7.0	4.0	3.0	4.0	6.0	7.0	4.0	4.0	2.0	5.0	4.0	1.0	4.0	2.0	4.0	0.0	0.0	1.0	4.0	3.0	6.0	4.0	3.0	5.0	3.0	3.0	6.0	4.0	6.0	7.0	6.0	9.0	0.0	151.0
sans_PRP_sans	0.0	0.0	0.0	4.0	4.0	5.0	3.0	1.0	1.0	3.0	3.0	0.0	1.0	2.0	4.0	4.0	1.0	0.0	3.0	3.0	1.0	0.0	0.0	1.0	3.0	1.0	2.0	3.0	1.0	0.0	1.0	5.0	2.0	1.0	1.0	3.0	1.0	3.0	0.0	3.0	1.0	2.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	3.0	3.0	3.0	0.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	4.0	7.0	2.0	4.0	2.0	1.0	0.0	1.0	4.0	3.0	5.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	151.0
hadjine_NAM_hadjine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	3.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	8.0	10.0	5.0	5.0	8.0	6.0	3.0	3.0	3.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	7.0	6.0	4.0	6.0	1.0	0.0	1.0	0.0	0.0	4.0	5.0	7.0	2.0	1.0	142.0
en_PRO:PER_en	4.0	2.0	2.0	1.0	2.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	2.0	3.0	4.0	5.0	4.0	3.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	1.0	2.0	0.0	3.0	1.0	2.0	2.0	3.0	7.0	1.0	3.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	3.0	6.0	5.0	6.0	1.0	4.0	2.0	2.0	1.0	0.0	1.0	3.0	3.0	2.0	1.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	142.0
aux_PRP:det_au	2.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	3.0	1.0	1.0	5.0	6.0	6.0	2.0	1.0	0.0	3.0	0.0	1.0	3.0	1.0	2.0	3.0	3.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	0.0	2.0	3.0	2.0	1.0	1.0	0.0	1.0	2.0	5.0	1.0	1.0	3.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	7.0	0.0	2.0	3.0	0.0	0.0	4.0	2.0	3.0	1.0	1.0	0.0	3.0	2.0	3.0	3.0	3.0	3.0	5.0	0.0	142.0
