	Ponson_CordePendu_0	Ponson_CordePendu_1	Ponson_CordePendu_2	Ponson_CordePendu_3	Ponson_CordePendu_4	Ponson_CordePendu_5	Ponson_CordePendu_6	Ponson_CordePendu_7	Ponson_CordePendu_8	Ponson_CordePendu_9	Ponson_CordePendu_10	Ponson_CordePendu_11	Ponson_CordePendu_12	Ponson_CordePendu_13	Ponson_CordePendu_14	Ponson_CordePendu_15	Ponson_CordePendu_16	Ponson_CordePendu_17	Ponson_CordePendu_18	Ponson_CordePendu_19	Ponson_CordePendu_20	Ponson_CordePendu_21	Ponson_CordePendu_22	Ponson_CordePendu_23	Ponson_CordePendu_24	Ponson_CordePendu_25	Ponson_CordePendu_26	Ponson_CordePendu_27	Ponson_CordePendu_28	Ponson_CordePendu_29	Ponson_CordePendu_30	Ponson_CordePendu_31	Ponson_CordePendu_32	Ponson_CordePendu_33	Ponson_CordePendu_34	Ponson_CordePendu_35	Ponson_CordePendu_36	Ponson_CordePendu_37	Ponson_CordePendu_38	Ponson_CordePendu_39	Ponson_CordePendu_40	Ponson_CordePendu_41	Ponson_CordePendu_42	Ponson_CordePendu_43	Ponson_CordePendu_44	Ponson_CordePendu_45	Ponson_CordePendu_46	Ponson_CordePendu_47	Ponson_CordePendu_48	Ponson_CordePendu_sum
plus_ADV_plus	14.0	16.0	9.0	8.0	7.0	9.0	10.0	12.0	10.0	5.0	16.0	10.0	9.0	9.0	17.0	7.0	8.0	9.0	8.0	13.0	9.0	18.0	8.0	10.0	12.0	10.0	16.0	10.0	15.0	12.0	19.0	8.0	15.0	9.0	15.0	7.0	12.0	12.0	10.0	9.0	11.0	13.0	17.0	8.0	14.0	22.0	12.0	7.0	12.0	558.0
sir_NOM_sir	0.0	0.0	4.0	12.0	0.0	16.0	35.0	38.0	62.0	26.0	46.0	2.0	7.0	14.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	10.0	29.0	0.0	5.0	7.0	25.0	13.0	5.0	0.0	0.0	12.0	28.0	4.0	0.0	3.0	7.0	5.0	28.0	0.0	5.0	18.0	15.0	15.0	2.0	0.0	0.0	18.0	24.0	551.0
Patterson_NAM_patterson	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	3.0	7.0	6.0	2.0	4.0	5.0	20.0	15.0	12.0	7.0	5.0	1.0	30.0	40.0	48.0	41.0	24.0	13.0	1.0	2.0	9.0	2.0	21.0	14.0	10.0	11.0	1.0	2.0	40.0	40.0	46.0	41.0	16.0	549.0
John_NAM_john	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	2.0	13.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	30.0	39.0	35.0	11.0	0.0	18.0	11.0	39.0	43.0	9.0	1.0	0.0	1.0	0.0	0.0	16.0	27.0	49.0	29.0	3.0	0.0	18.0	12.0	58.0	30.0	3.0	0.0	1.0	0.0	0.0	532.0
sa_DET:POS_son	11.0	9.0	5.0	5.0	7.0	18.0	11.0	10.0	8.0	11.0	17.0	8.0	10.0	15.0	15.0	6.0	15.0	8.0	19.0	9.0	13.0	5.0	12.0	6.0	8.0	11.0	12.0	9.0	11.0	14.0	18.0	11.0	9.0	13.0	18.0	5.0	14.0	5.0	11.0	8.0	8.0	12.0	8.0	11.0	13.0	14.0	17.0	10.0	9.0	532.0
avec_PRP_avec	10.0	8.0	19.0	17.0	12.0	14.0	9.0	10.0	15.0	7.0	6.0	12.0	11.0	20.0	9.0	10.0	8.0	14.0	14.0	20.0	13.0	16.0	11.0	6.0	10.0	5.0	6.0	14.0	6.0	8.0	9.0	8.0	7.0	12.0	15.0	20.0	15.0	13.0	9.0	7.0	10.0	6.0	6.0	13.0	7.0	7.0	14.0	3.0	10.0	531.0
William_NAM_william	1.0	1.0	0.0	0.0	0.0	0.0	10.0	38.0	12.0	19.0	43.0	11.0	13.0	40.0	20.0	28.0	23.0	10.0	11.0	0.0	36.0	10.0	17.0	0.0	10.0	2.0	12.0	7.0	7.0	0.0	1.0	1.0	1.0	17.0	0.0	9.0	30.0	10.0	14.0	1.0	9.0	5.0	9.0	12.0	2.0	0.0	2.0	0.0	1.0	505.0
par_PRP_par	8.0	12.0	8.0	12.0	9.0	10.0	15.0	10.0	18.0	13.0	8.0	14.0	16.0	14.0	10.0	8.0	11.0	8.0	7.0	8.0	11.0	6.0	7.0	11.0	9.0	12.0	9.0	4.0	15.0	13.0	16.0	5.0	8.0	10.0	10.0	7.0	8.0	7.0	6.0	13.0	10.0	12.0	8.0	6.0	14.0	14.0	13.0	6.0	9.0	498.0
encore_ADV_encore	19.0	13.0	9.0	12.0	7.0	10.0	10.0	9.0	4.0	12.0	15.0	8.0	17.0	5.0	6.0	13.0	4.0	10.0	15.0	8.0	9.0	6.0	7.0	9.0	11.0	8.0	12.0	9.0	9.0	16.0	6.0	17.0	3.0	16.0	12.0	5.0	10.0	4.0	7.0	11.0	10.0	8.0	12.0	8.0	10.0	15.0	7.0	16.0	2.0	481.0
Ah_INT_ah	11.0	12.0	15.0	12.0	17.0	9.0	5.0	6.0	7.0	12.0	5.0	8.0	12.0	7.0	6.0	7.0	7.0	10.0	15.0	14.0	15.0	14.0	16.0	9.0	8.0	8.0	7.0	16.0	7.0	5.0	7.0	7.0	3.0	11.0	17.0	13.0	17.0	14.0	13.0	8.0	9.0	9.0	6.0	17.0	7.0	3.0	8.0	5.0	3.0	479.0
donc_ADV_donc	5.0	12.0	14.0	7.0	11.0	8.0	8.0	8.0	13.0	7.0	7.0	13.0	11.0	7.0	8.0	5.0	11.0	7.0	13.0	14.0	7.0	12.0	8.0	12.0	12.0	9.0	7.0	8.0	6.0	11.0	6.0	14.0	15.0	6.0	17.0	12.0	7.0	9.0	11.0	12.0	11.0	8.0	6.0	8.0	9.0	7.0	10.0	15.0	11.0	475.0
fit_VER:simp_faire	13.0	8.0	10.0	10.0	11.0	10.0	3.0	6.0	4.0	5.0	4.0	16.0	8.0	20.0	11.0	8.0	8.0	11.0	12.0	7.0	15.0	2.0	10.0	8.0	7.0	6.0	14.0	13.0	12.0	14.0	8.0	12.0	10.0	12.0	9.0	8.0	14.0	3.0	10.0	7.0	7.0	8.0	12.0	15.0	12.0	11.0	13.0	10.0	7.0	474.0
tout_ADV_tout	14.0	10.0	16.0	7.0	6.0	8.0	7.0	6.0	6.0	8.0	8.0	6.0	9.0	13.0	5.0	8.0	12.0	9.0	4.0	10.0	9.0	11.0	9.0	10.0	10.0	5.0	9.0	9.0	12.0	16.0	13.0	14.0	5.0	13.0	4.0	12.0	5.0	13.0	9.0	10.0	9.0	5.0	10.0	9.0	12.0	19.0	12.0	10.0	7.0	463.0
-vous_PRO:PER_vous	5.0	6.0	9.0	10.0	14.0	5.0	11.0	11.0	7.0	12.0	5.0	9.0	6.0	8.0	5.0	4.0	12.0	5.0	12.0	21.0	16.0	8.0	14.0	12.0	4.0	17.0	7.0	16.0	2.0	4.0	4.0	8.0	10.0	10.0	14.0	20.0	13.0	7.0	16.0	9.0	11.0	10.0	10.0	13.0	3.0	4.0	3.0	14.0	6.0	462.0
C'_PRO:DEM_ce	12.0	16.0	10.0	7.0	11.0	9.0	6.0	8.0	9.0	11.0	9.0	4.0	9.0	9.0	5.0	9.0	9.0	15.0	14.0	11.0	13.0	13.0	12.0	8.0	6.0	4.0	11.0	9.0	8.0	8.0	8.0	8.0	5.0	14.0	19.0	9.0	9.0	18.0	9.0	7.0	7.0	3.0	12.0	8.0	10.0	7.0	10.0	5.0	6.0	459.0
révérend_NOM_révérend	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	8.0	0.0	2.0	9.0	31.0	18.0	22.0	4.0	5.0	0.0	34.0	31.0	33.0	22.0	6.0	9.0	2.0	0.0	10.0	1.0	33.0	24.0	14.0	9.0	0.0	1.0	41.0	32.0	28.0	20.0	4.0	459.0
on_PRO:PER_on	17.0	8.0	16.0	8.0	8.0	13.0	17.0	8.0	11.0	8.0	11.0	15.0	6.0	7.0	9.0	10.0	14.0	16.0	15.0	10.0	3.0	7.0	6.0	9.0	10.0	4.0	8.0	4.0	11.0	9.0	5.0	10.0	11.0	14.0	7.0	9.0	5.0	7.0	8.0	6.0	10.0	4.0	7.0	6.0	11.0	8.0	9.0	7.0	9.0	451.0
qu'_PRO:REL_que	10.0	11.0	5.0	6.0	8.0	7.0	7.0	11.0	6.0	5.0	15.0	5.0	10.0	6.0	11.0	13.0	10.0	13.0	10.0	11.0	8.0	4.0	8.0	9.0	11.0	8.0	7.0	9.0	9.0	11.0	11.0	14.0	9.0	11.0	9.0	10.0	10.0	4.0	9.0	9.0	11.0	8.0	5.0	13.0	7.0	11.0	13.0	12.0	6.0	446.0
m'_PRO:PER_me	1.0	1.0	15.0	8.0	4.0	1.0	9.0	8.0	14.0	9.0	7.0	16.0	18.0	16.0	12.0	8.0	6.0	2.0	15.0	12.0	13.0	19.0	10.0	8.0	6.0	7.0	11.0	9.0	2.0	6.0	2.0	10.0	14.0	4.0	14.0	15.0	14.0	16.0	8.0	9.0	5.0	11.0	9.0	7.0	3.0	5.0	4.0	12.0	10.0	445.0
qu'_KON_que	9.0	10.0	5.0	4.0	11.0	9.0	9.0	11.0	8.0	7.0	6.0	8.0	9.0	8.0	7.0	14.0	14.0	10.0	8.0	13.0	5.0	6.0	10.0	12.0	6.0	3.0	8.0	7.0	9.0	7.0	15.0	9.0	19.0	7.0	10.0	8.0	7.0	8.0	9.0	10.0	5.0	6.0	8.0	8.0	6.0	10.0	12.0	11.0	16.0	437.0
en_PRO:PER_en	4.0	7.0	6.0	5.0	8.0	10.0	3.0	11.0	7.0	12.0	3.0	16.0	5.0	12.0	9.0	9.0	10.0	13.0	17.0	8.0	11.0	11.0	8.0	17.0	13.0	7.0	6.0	7.0	5.0	5.0	4.0	9.0	11.0	11.0	15.0	9.0	13.0	9.0	10.0	16.0	12.0	8.0	5.0	7.0	5.0	3.0	6.0	9.0	9.0	436.0
cette_PRO:DEM_ce	9.0	10.0	4.0	19.0	10.0	8.0	3.0	3.0	4.0	8.0	7.0	6.0	3.0	8.0	7.0	10.0	8.0	3.0	11.0	14.0	6.0	9.0	6.0	14.0	11.0	12.0	15.0	4.0	10.0	9.0	17.0	5.0	8.0	7.0	11.0	11.0	8.0	5.0	11.0	12.0	15.0	7.0	13.0	5.0	10.0	15.0	12.0	3.0	9.0	435.0
dit-il_NOM_dit-il	9.0	14.0	17.0	19.0	8.0	3.0	3.0	10.0	12.0	8.0	6.0	5.0	2.0	6.0	7.0	6.0	7.0	11.0	4.0	8.0	12.0	10.0	20.0	10.0	5.0	12.0	5.0	13.0	7.0	8.0	5.0	7.0	9.0	11.0	4.0	8.0	15.0	10.0	16.0	13.0	6.0	9.0	7.0	10.0	12.0	3.0	6.0	9.0	6.0	433.0
ses_DET:POS_son	8.0	11.0	2.0	9.0	8.0	21.0	11.0	11.0	7.0	3.0	3.0	12.0	14.0	7.0	9.0	12.0	6.0	9.0	5.0	6.0	6.0	9.0	7.0	5.0	14.0	8.0	12.0	4.0	10.0	6.0	13.0	16.0	5.0	10.0	3.0	6.0	7.0	8.0	6.0	6.0	13.0	11.0	11.0	3.0	11.0	5.0	16.0	15.0	3.0	423.0
ai_VER:pres_avoir	1.0	3.0	17.0	7.0	13.0	2.0	8.0	10.0	10.0	10.0	5.0	11.0	12.0	15.0	19.0	12.0	8.0	7.0	6.0	12.0	21.0	11.0	11.0	7.0	4.0	7.0	4.0	11.0	4.0	4.0	2.0	6.0	9.0	11.0	7.0	15.0	17.0	9.0	11.0	8.0	5.0	5.0	7.0	8.0	4.0	4.0	3.0	7.0	9.0	419.0
l'_PRO:PER_la|le	7.0	3.0	6.0	8.0	11.0	1.0	10.0	11.0	13.0	7.0	6.0	12.0	16.0	7.0	8.0	14.0	11.0	6.0	4.0	17.0	9.0	21.0	5.0	8.0	11.0	7.0	2.0	9.0	11.0	5.0	7.0	8.0	6.0	2.0	7.0	18.0	14.0	13.0	6.0	8.0	9.0	7.0	7.0	7.0	9.0	5.0	8.0	7.0	5.0	419.0
mais_KON_mais	7.0	6.0	14.0	9.0	7.0	14.0	6.0	7.0	7.0	4.0	7.0	7.0	8.0	10.0	11.0	14.0	7.0	8.0	3.0	12.0	6.0	7.0	8.0	6.0	6.0	4.0	12.0	11.0	9.0	4.0	15.0	11.0	14.0	6.0	5.0	11.0	5.0	6.0	11.0	4.0	7.0	4.0	15.0	8.0	7.0	6.0	16.0	12.0	10.0	414.0
Shoking_NAM_shoking	0.0	36.0	0.0	14.0	52.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	45.0	22.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	11.0	36.0	0.0	1.0	57.0	10.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	2.0	24.0	23.0	0.0	414.0
Vous_PRO:PER_vous	7.0	5.0	8.0	11.0	10.0	1.0	6.0	9.0	4.0	7.0	5.0	5.0	9.0	9.0	5.0	11.0	5.0	5.0	12.0	6.0	10.0	10.0	12.0	4.0	9.0	10.0	18.0	10.0	4.0	5.0	7.0	13.0	12.0	7.0	15.0	6.0	10.0	6.0	13.0	4.0	11.0	9.0	21.0	6.0	5.0	3.0	9.0	14.0	10.0	413.0
c'_PRO:DEM_ce	9.0	7.0	11.0	11.0	7.0	7.0	9.0	7.0	4.0	7.0	8.0	3.0	5.0	8.0	5.0	7.0	5.0	9.0	13.0	5.0	9.0	13.0	13.0	7.0	8.0	10.0	8.0	8.0	5.0	6.0	11.0	6.0	13.0	10.0	12.0	6.0	11.0	10.0	17.0	4.0	8.0	10.0	6.0	9.0	5.0	8.0	13.0	5.0	10.0	408.0
gris_ADJ_gris	1.0	5.0	8.0	1.0	32.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	9.0	0.0	13.0	0.0	10.0	11.0	12.0	4.0	17.0	2.0	3.0	7.0	34.0	36.0	15.0	5.0	7.0	0.0	13.0	0.0	13.0	10.0	10.0	12.0	10.0	2.0	2.0	10.0	42.0	28.0	13.0	406.0
Scotowe_NAM_scotowe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	18.0	15.0	47.0	1.0	6.0	34.0	61.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	19.0	32.0	28.0	0.0	17.0	37.0	61.0	3.0	0.0	0.0	402.0
Tom_NAM_tom	0.0	0.0	0.0	0.0	4.0	8.0	22.0	20.0	4.0	2.0	18.0	51.0	40.0	39.0	57.0	33.0	31.0	5.0	8.0	3.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	8.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	383.0
Evandale_NAM_evandale	0.0	0.0	0.0	0.0	0.0	18.0	26.0	25.0	53.0	33.0	63.0	2.0	6.0	37.0	6.0	21.0	29.0	9.0	1.0	0.0	5.0	2.0	4.0	0.0	2.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	4.0	1.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0
mon_DET:POS_mon	2.0	0.0	12.0	6.0	6.0	3.0	9.0	12.0	19.0	15.0	10.0	13.0	14.0	9.0	4.0	6.0	2.0	8.0	9.0	17.0	5.0	0.0	7.0	8.0	3.0	8.0	3.0	16.0	2.0	2.0	9.0	12.0	6.0	9.0	11.0	15.0	4.0	0.0	8.0	7.0	4.0	7.0	4.0	16.0	2.0	1.0	10.0	12.0	6.0	373.0
monsieur_NOM_monsieur	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	19.0	4.0	7.0	7.0	11.0	10.0	13.0	11.0	15.0	1.0	4.0	3.0	18.0	9.0	17.0	5.0	10.0	8.0	11.0	18.0	13.0	13.0	14.0	5.0	15.0	1.0	4.0	3.0	22.0	7.0	16.0	12.0	2.0	9.0	15.0	14.0	372.0
;_PUN_;	14.0	7.0	6.0	4.0	3.0	10.0	13.0	13.0	6.0	7.0	7.0	9.0	8.0	11.0	9.0	8.0	7.0	5.0	9.0	4.0	4.0	6.0	8.0	9.0	5.0	4.0	15.0	8.0	8.0	4.0	9.0	6.0	10.0	5.0	9.0	5.0	2.0	6.0	13.0	5.0	5.0	6.0	15.0	8.0	5.0	6.0	9.0	7.0	9.0	371.0
deux_NUM_deux	6.0	8.0	10.0	9.0	6.0	13.0	14.0	7.0	3.0	18.0	3.0	3.0	7.0	5.0	3.0	10.0	13.0	4.0	4.0	7.0	5.0	2.0	4.0	13.0	7.0	6.0	10.0	6.0	6.0	14.0	8.0	12.0	9.0	2.0	3.0	9.0	4.0	2.0	8.0	11.0	5.0	5.0	10.0	6.0	12.0	10.0	11.0	8.0	8.0	369.0
Oui_INT_oui	5.0	9.0	9.0	5.0	21.0	3.0	7.0	8.0	7.0	15.0	5.0	11.0	7.0	5.0	3.0	7.0	4.0	5.0	8.0	10.0	10.0	10.0	11.0	4.0	3.0	7.0	7.0	8.0	5.0	6.0	0.0	10.0	6.0	6.0	7.0	11.0	12.0	10.0	9.0	3.0	5.0	6.0	9.0	7.0	6.0	3.0	3.0	9.0	5.0	352.0
elle_PRO:PER_elle	12.0	11.0	14.0	5.0	13.0	24.0	27.0	8.0	8.0	8.0	3.0	9.0	11.0	22.0	2.0	11.0	30.0	23.0	4.0	2.0	3.0	3.0	7.0	5.0	1.0	5.0	7.0	1.0	0.0	2.0	7.0	2.0	1.0	4.0	3.0	2.0	6.0	3.0	5.0	4.0	5.0	3.0	5.0	1.0	0.0	5.0	5.0	1.0	1.0	344.0
j'_PRO:PER_je	4.0	2.0	20.0	5.0	6.0	1.0	6.0	6.0	21.0	7.0	4.0	15.0	17.0	10.0	12.0	5.0	2.0	3.0	10.0	11.0	6.0	10.0	10.0	4.0	6.0	4.0	4.0	6.0	4.0	2.0	0.0	5.0	8.0	4.0	12.0	8.0	9.0	8.0	9.0	4.0	6.0	5.0	4.0	5.0	6.0	0.0	2.0	5.0	7.0	330.0
Rocambole_NOM_rocambole	37.0	16.0	18.0	24.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	1.0	0.0	2.0	1.0	29.0	16.0	24.0	1.0	3.0	13.0	0.0	0.0	0.0	0.0	16.0	2.0	1.0	0.0	3.0	7.0	30.0	8.0	25.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	317.0
suis_VER:pres_suivre|être	4.0	3.0	11.0	6.0	4.0	5.0	9.0	2.0	6.0	6.0	1.0	6.0	11.0	10.0	11.0	5.0	2.0	8.0	5.0	8.0	8.0	8.0	9.0	6.0	5.0	7.0	4.0	9.0	5.0	2.0	5.0	6.0	10.0	9.0	4.0	11.0	7.0	6.0	9.0	7.0	5.0	7.0	4.0	9.0	4.0	2.0	6.0	9.0	6.0	312.0
moi_PRO:PER_moi	6.0	3.0	9.0	2.0	5.0	1.0	14.0	13.0	20.0	9.0	4.0	4.0	7.0	7.0	5.0	3.0	4.0	4.0	7.0	5.0	7.0	11.0	11.0	3.0	6.0	8.0	2.0	10.0	1.0	3.0	3.0	6.0	9.0	4.0	8.0	5.0	8.0	10.0	10.0	4.0	9.0	4.0	3.0	9.0	1.0	3.0	4.0	8.0	7.0	309.0
Alors_ADV_alors	8.0	7.0	4.0	10.0	5.0	9.0	6.0	1.0	6.0	7.0	5.0	3.0	3.0	4.0	7.0	4.0	6.0	9.0	4.0	9.0	6.0	7.0	6.0	9.0	7.0	8.0	8.0	6.0	7.0	5.0	3.0	7.0	4.0	9.0	4.0	9.0	7.0	4.0	8.0	8.0	7.0	6.0	10.0	5.0	8.0	3.0	5.0	8.0	1.0	302.0
cela_PRO:DEM_cela	5.0	6.0	11.0	6.0	6.0	1.0	1.0	8.0	8.0	5.0	5.0	4.0	3.0	5.0	1.0	5.0	3.0	6.0	12.0	14.0	8.0	8.0	10.0	8.0	5.0	6.0	2.0	7.0	5.0	4.0	1.0	6.0	6.0	10.0	13.0	12.0	9.0	6.0	9.0	9.0	4.0	6.0	4.0	7.0	5.0	2.0	3.0	6.0	5.0	301.0
comme_KON_comme	5.0	6.0	13.0	1.0	9.0	8.0	11.0	8.0	11.0	9.0	2.0	8.0	7.0	2.0	8.0	5.0	10.0	7.0	3.0	2.0	6.0	5.0	4.0	7.0	10.0	3.0	6.0	4.0	5.0	9.0	6.0	4.0	3.0	6.0	3.0	2.0	7.0	4.0	5.0	7.0	10.0	2.0	8.0	1.0	8.0	7.0	5.0	5.0	2.0	289.0
répondit_VER:simp_répondre	5.0	5.0	2.0	3.0	10.0	4.0	6.0	6.0	2.0	8.0	3.0	11.0	3.0	6.0	6.0	8.0	4.0	4.0	5.0	5.0	3.0	2.0	3.0	8.0	3.0	7.0	10.0	4.0	10.0	6.0	7.0	8.0	10.0	6.0	6.0	5.0	1.0	3.0	2.0	8.0	6.0	5.0	10.0	6.0	7.0	7.0	6.0	15.0	5.0	285.0
«_PUN:cit_«	0.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	8.0	2.0	0.0	17.0	28.0	0.0	1.0	6.0	1.0	0.0	6.0	6.0	0.0	5.0	17.0	2.0	2.0	9.0	0.0	0.0	13.0	34.0	6.0	1.0	1.0	0.0	6.0	6.0	3.0	2.0	17.0	2.0	2.0	9.0	0.0	0.0	13.0	34.0	267.0
La_DET:ART_le	5.0	13.0	3.0	10.0	2.0	8.0	4.0	1.0	4.0	10.0	7.0	6.0	5.0	3.0	4.0	1.0	5.0	5.0	6.0	2.0	2.0	1.0	2.0	8.0	8.0	5.0	9.0	2.0	9.0	7.0	10.0	4.0	7.0	6.0	3.0	3.0	1.0	2.0	2.0	10.0	6.0	4.0	9.0	3.0	10.0	8.0	8.0	4.0	6.0	263.0
Milon_NAM_milon	34.0	21.0	26.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	6.0	36.0	21.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	11.0	40.0	7.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	263.0
Eh_INT_eh	7.0	4.0	5.0	9.0	6.0	0.0	3.0	7.0	2.0	4.0	4.0	5.0	3.0	4.0	2.0	4.0	6.0	5.0	9.0	8.0	10.0	7.0	8.0	7.0	3.0	5.0	7.0	6.0	1.0	4.0	1.0	5.0	6.0	6.0	8.0	7.0	12.0	5.0	10.0	5.0	5.0	3.0	8.0	5.0	1.0	4.0	5.0	3.0	5.0	259.0
faire_VER:infi_faire	4.0	10.0	12.0	4.0	2.0	4.0	3.0	4.0	2.0	5.0	2.0	3.0	2.0	4.0	5.0	6.0	6.0	4.0	8.0	7.0	2.0	4.0	3.0	6.0	8.0	7.0	4.0	9.0	10.0	4.0	3.0	7.0	3.0	9.0	2.0	7.0	3.0	5.0	3.0	7.0	7.0	5.0	6.0	10.0	8.0	3.0	6.0	4.0	3.0	255.0
ils_PRO:PER_il	8.0	19.0	1.0	8.0	6.0	6.0	5.0	9.0	0.0	7.0	6.0	2.0	7.0	0.0	1.0	15.0	3.0	4.0	5.0	1.0	2.0	1.0	2.0	14.0	9.0	2.0	4.0	6.0	6.0	8.0	4.0	4.0	3.0	3.0	3.0	2.0	1.0	2.0	5.0	13.0	6.0	2.0	6.0	5.0	7.0	9.0	1.0	4.0	3.0	250.0
révérend_ADJ_révérend	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	3.0	8.0	6.0	2.0	3.0	4.0	20.0	16.0	13.0	9.0	5.0	1.0	13.0	6.0	6.0	4.0	1.0	13.0	1.0	2.0	7.0	2.0	21.0	16.0	10.0	13.0	1.0	2.0	13.0	7.0	6.0	3.0	0.0	247.0
Archibald_NAM_archibald	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	3.0	18.0	0.0	1.0	10.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	37.0	1.0	3.0	5.0	37.0	0.0	3.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	38.0	0.0	3.0	26.0	16.0	0.0	3.0	0.0	0.0	0.0	9.0	246.0
À_PRP_à	6.0	4.0	5.0	12.0	4.0	5.0	3.0	4.0	5.0	5.0	4.0	3.0	4.0	5.0	6.0	8.0	2.0	3.0	3.0	11.0	8.0	7.0	5.0	6.0	5.0	5.0	3.0	3.0	0.0	6.0	7.0	3.0	5.0	1.0	9.0	6.0	8.0	7.0	7.0	4.0	5.0	4.0	3.0	3.0	1.0	9.0	3.0	4.0	5.0	244.0
où_PRO:REL_où	5.0	11.0	4.0	6.0	9.0	13.0	3.0	2.0	5.0	4.0	6.0	2.0	5.0	0.0	4.0	6.0	8.0	2.0	3.0	1.0	1.0	5.0	5.0	10.0	6.0	5.0	7.0	5.0	6.0	5.0	4.0	5.0	3.0	3.0	3.0	1.0	1.0	8.0	4.0	8.0	7.0	4.0	7.0	6.0	7.0	4.0	3.0	5.0	3.0	240.0
alors_ADV_alors	8.0	9.0	9.0	7.0	4.0	8.0	3.0	3.0	6.0	6.0	5.0	5.0	7.0	5.0	3.0	6.0	7.0	4.0	6.0	5.0	3.0	8.0	2.0	2.0	8.0	4.0	5.0	2.0	3.0	2.0	7.0	5.0	3.0	3.0	7.0	3.0	6.0	6.0	1.0	4.0	6.0	4.0	5.0	4.0	2.0	1.0	8.0	4.0	3.0	237.0
En_PRP_en	9.0	9.0	6.0	3.0	2.0	4.0	4.0	2.0	2.0	2.0	3.0	5.0	7.0	4.0	11.0	5.0	6.0	6.0	5.0	4.0	6.0	6.0	8.0	4.0	4.0	4.0	6.0	2.0	7.0	3.0	5.0	2.0	2.0	7.0	5.0	3.0	8.0	8.0	4.0	5.0	4.0	5.0	4.0	3.0	8.0	5.0	2.0	3.0	1.0	233.0
votre_DET:POS_votre	0.0	1.0	3.0	1.0	1.0	1.0	7.0	4.0	12.0	4.0	1.0	7.0	10.0	17.0	7.0	5.0	4.0	3.0	6.0	7.0	5.0	7.0	2.0	1.0	0.0	8.0	6.0	6.0	2.0	0.0	3.0	14.0	3.0	2.0	6.0	6.0	6.0	6.0	2.0	1.0	2.0	10.0	4.0	4.0	2.0	0.0	4.0	14.0	2.0	229.0
Puis_ADV_puis	8.0	5.0	4.0	7.0	6.0	5.0	2.0	3.0	2.0	9.0	5.0	4.0	4.0	6.0	4.0	5.0	3.0	3.0	7.0	2.0	5.0	2.0	2.0	6.0	7.0	5.0	6.0	2.0	6.0	2.0	6.0	8.0	2.0	4.0	7.0	4.0	3.0	4.0	3.0	5.0	5.0	7.0	4.0	2.0	6.0	4.0	6.0	8.0	2.0	227.0
ici_ADV_ici	5.0	5.0	6.0	9.0	5.0	2.0	4.0	4.0	3.0	3.0	1.0	4.0	4.0	3.0	2.0	3.0	9.0	8.0	2.0	9.0	10.0	2.0	3.0	1.0	4.0	3.0	3.0	7.0	12.0	3.0	2.0	4.0	4.0	8.0	3.0	11.0	9.0	0.0	4.0	1.0	4.0	2.0	3.0	11.0	10.0	1.0	5.0	2.0	3.0	226.0
